"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"7855","GB51339",98,90,85,93,130,127,259,172,227,159,157,196,0.0493985684905066,4.25715052164621,0.853484223235756,0.923484300426485
"7856","GB53716",17,16,23,25,22,67,59,51,45,48,73,40,-0.0681184335267614,2.3343779563623,0.853949332708839,0.923484300426485
"7857","GB44331",239,402,171,282,308,440,603,585,772,600,644,918,-0.0666750418979379,5.96751272617206,0.854300820244046,0.92367130812946
"7858","GB43237",140,74,183,213,176,168,244,290,274,268,319,309,0.0390784794942689,4.75439549498744,0.854503547285767,0.923772923669203
"7859","GB42819",176,93,206,272,220,267,237,346,449,400,520,411,-0.0394226095814225,5.14574040005742,0.854651358098534,0.923811592815055
"7860","GB45561",30,21,58,54,34,78,58,88,93,81,84,74,0.0492523170915825,2.94167235259887,0.854822479406692,0.923811592815055
"7861","GB49248",13,198,42,117,34,139,52,275,431,157,85,236,0.101265786241729,4.25445818225224,0.854865559872766,0.923811592815055
"7862","GB47813",168,89,246,285,245,266,270,324,435,450,484,354,0.0375782788205937,5.16484568755649,0.855165314737469,0.924017978719765
"7863","GB45705",1261,770,1407,1833,1761,1571,1864,2015,3509,2824,2511,3046,0.0504550111101457,7.93345513606914,0.855545616323484,0.924311332909576
"7864","GB48539",413,200,427,816,492,453,586,740,1394,788,1093,814,-0.0470208788555664,6.319868116711,0.856016608694755,0.924702580221509
"7865","GB50014",22,26,35,38,23,55,33,61,76,88,87,56,-0.0720695608082509,2.61876370045239,0.856349606065689,0.924944679405979
"7866","GB43175",382,176,665,617,724,906,883,702,1236,1429,996,1015,-0.0485352295790226,6.56914998467234,0.856814214322779,0.925251408945513
"7867","GB44722",17,11,57,60,37,46,59,71,61,65,100,52,-0.0409508677917686,2.6774845061919,0.857504925559509,0.925251408945513
"7868","GB46201",117,50,232,288,172,411,213,300,396,369,539,426,-0.0412136002333254,5.0621227538362,0.857337880762853,0.925251408945513
"7869","GB46444",180,17,170,238,67,338,157,302,146,195,525,322,0.0750563465770382,4.68936099634979,0.856881706492037,0.925251408945513
"7870","GB49418",108,64,127,173,151,124,218,209,261,211,241,205,0.0382869270120037,4.41569346033021,0.857264350206092,0.925251408945513
"7871","GB53299",46,26,43,87,63,45,63,112,148,61,82,95,0.045848814462814,3.15371510772832,0.857418149970492,0.925251408945513
"7872","GB53340",1838,2291,1825,1926,2653,3198,4255,3902,4463,4193,5953,4217,0.0591986796622923,8.73057996874567,0.85733742853844,0.925251408945513
"7873","GB55476",73,46,151,194,138,186,153,221,331,205,282,246,-0.0359176494242273,4.43307584734118,0.85750346718184,0.925251408945513
"7874","GB42310",2705,21,186,3408,4445,1515,1438,628,5722,5749,1111,5325,0.126501544451141,8.29260100970746,0.857963406123984,0.925626644298654
"7875","GB54030",41,104,25,20,51,46,84,74,130,110,174,126,0.0693326114432254,3.43976951600741,0.858179570393903,0.925626644298654
"7876","GB55848",235,158,245,345,285,297,479,492,590,412,512,552,-0.043956068566094,5.54336560685454,0.858106566163842,0.925626644298654
"7877","GB44970",19,15,55,63,60,46,59,55,130,76,63,58,0.0633165036483982,2.81532662424618,0.858412530027723,0.925760371027739
"7878","GB44978",31,11,39,36,37,59,54,65,57,66,50,67,0.0635486642402963,2.57581272521382,0.858617999976877,0.925864421147953
"7879","GB55594",16,9,30,28,21,39,36,37,40,47,51,33,0.0652257263753373,2.02235719556034,0.858811320846181,0.925955345930741
"7880","GB40848",69,36,37,62,74,68,147,80,105,77,121,156,-0.0678981963133345,3.4350312147028,0.85905013663769,0.925995395160143
"7881","GB49970",155,40,226,263,148,388,228,249,341,338,635,265,0.0534517165026707,4.97409402801247,0.859066475486414,0.925995395160143
"7882","GB43409",102,40,166,224,183,193,218,196,254,381,341,233,-0.0386177841278917,4.63018147887512,0.859555998440466,0.926053038269088
"7883","GB49235",52,32,76,88,142,94,127,127,187,167,152,140,-0.0433862437821219,3.79113021124837,0.859546697917488,0.926053038269088
"7884","GB51964",66,51,108,139,109,152,151,169,234,209,204,135,0.0391503421987924,4.11384158944936,0.859396632472987,0.926053038269088
"7885","GB53320",12,17,16,15,37,12,31,36,39,30,20,48,0.0481765400337454,1.7957325534995,0.859437430765037,0.926053038269088
"7886","GB46737",1175,249,916,1435,253,2247,732,1493,783,2576,3690,1379,0.07823668885487,7.35214116277895,0.86002785782373,0.926443907204234
"7887","GB52107",5916,2846,6957,10932,7091,12473,12096,13495,12792,10087,15952,13559,0.0515498087329067,10.2643737297922,0.860421654990418,0.926750597076658
"7888","GB47977",6885,15172,4062,3709,9268,12015,18981,14398,29033,20349,27230,20146,-0.0810930512906817,10.9071761511371,0.860659186619763,0.926888918653003
"7889","GB47563",3565,674,1923,2326,972,6401,4144,3813,2251,3694,3558,11558,-0.0814310794583072,8.80870541492514,0.860868527786677,0.926996849226495
"7890","GB40415",52,28,131,154,75,166,100,130,212,261,224,159,-0.0431586264879809,4.02785201451434,0.861309177417122,0.92722941487374
"7891","GB50637",48,46,70,99,90,82,104,111,178,139,151,115,0.0355449416234659,3.64842377494685,0.861411953170518,0.92722941487374
"7892","GB52359",14,23,11,35,19,25,23,20,66,44,73,51,-0.0986203859163828,2.06371873573716,0.8613992647336,0.92722941487374
"7893","GB45884",102,56,632,754,430,434,74,327,1494,337,581,1132,0.0845632435571784,5.86304237968537,0.862149532967427,0.92778822935879
"7894","GB55325",1704,462,1630,2019,1474,2215,1746,2520,5180,2159,4547,2415,-0.0536201566729908,8.06525316025581,0.862125084262642,0.92778822935879
"7895","GB47623",8,12,25,31,25,14,22,45,87,19,22,36,-0.0917676676864922,1.84455959981178,0.862664884997793,0.928078695081144
"7896","GB47788",50,53,18,17,56,34,67,78,134,66,109,108,-0.0984508763531277,3.06897566119157,0.862718762479211,0.928078695081144
"7897","GB55658",294,257,406,386,447,654,516,685,983,780,1047,819,-0.0440188273943392,6.16895355117558,0.862747198947122,0.928078695081144
"7898","GB44812",30,31,55,75,52,104,62,86,159,101,109,98,0.0445030527038647,3.26400139292137,0.863033234605317,0.928268843754389
"7899","GB46206",31,8,27,42,45,29,54,54,55,52,53,43,0.0639975948210198,2.37345079534166,0.863475897240494,0.928627389170527
"7900","GB54436",378,242,598,522,684,566,800,699,1040,1217,1012,942,-0.0448559138697956,6.43866844216833,0.864099599502254,0.929180518705271
"7901","GB40652",119,74,149,196,187,255,229,296,364,318,352,266,-0.0362577257920891,4.79447754795564,0.864257716706371,0.929232920316494
"7902","GB51662",125,61,187,280,187,185,219,281,361,280,342,305,0.0388671660091659,4.79845562538399,0.864388382010954,0.929255796656929
"7903","GB48010",14,38,33,21,27,33,57,41,84,63,89,41,-0.0973773693536808,2.51593096714284,0.864577792956473,0.929341813382923
"7904","GB43584",258,185,300,320,384,381,463,484,651,725,633,624,-0.0418225599795567,5.76680034103492,0.865281268346457,0.929980310552018
"7905","GB42139",74,98,103,124,90,127,164,202,283,185,216,227,-0.0557785361882687,4.28004982101727,0.865421202687586,0.930013044507406
"7906","GB40238",29,20,80,104,69,95,63,96,136,119,152,107,0.0533432909351738,3.39095972066579,0.865855637833999,0.930362211409034
"7907","GB40071",99,54,130,211,153,158,170,197,302,215,287,255,0.0368172780234219,4.46548255856056,0.866233963176874,0.930585964797071
"7908","GB43708",7542,3617,13051,14538,11127,13335,16397,20433,13872,13983,23547,18347,0.0507222877981059,10.7213844630776,0.866392512722782,0.930585964797071
"7909","GB47678",222,76,389,499,332,388,264,451,996,426,648,538,0.046255434110482,5.64026824229541,0.866368256508004,0.930585964797071
"7910","GB40567",78,31,84,171,135,110,178,168,230,105,168,247,-0.0422783166990835,4.08417772125036,0.86674700775045,0.930656136327878
"7911","GB46580",25,11,46,48,42,46,49,54,88,67,76,69,-0.0378216621747753,2.64573268089284,0.866881956389539,0.930656136327878
"7912","GB47660",134,52,175,211,188,238,250,246,344,312,372,297,-0.0331821942066761,4.79267352331718,0.867005610700274,0.930656136327878
"7913","GB52640",33,20,50,66,48,89,54,97,111,97,128,80,-0.040219348229235,3.11306188175652,0.866965931111949,0.930656136327878
"7914","GB54097",559,329,6864,3563,10047,1158,8096,1717,11208,6923,1847,4481,0.101345648661452,9.12129780451579,0.866656533404921,0.930656136327878
"7915","GB41027",62,30,123,162,97,147,83,157,258,199,210,163,0.0478042637096652,4.03717141734932,0.868035537146547,0.930974633642442
"7916","GB42266",445,216,652,787,706,687,852,883,1305,1139,1262,1051,-0.041119314031298,6.61226218435058,0.868038994874094,0.930974633642442
"7917","GB42773",107,56,146,170,190,266,218,243,356,317,343,233,-0.0344852240724227,4.69485526002622,0.868069461222105,0.930974633642442
"7918","GB46036",125,62,195,168,166,274,238,264,278,326,409,215,0.039973542512141,4.75757718370519,0.867734591481582,0.930974633642442
"7919","GB46345",138,82,255,308,252,326,294,311,538,500,413,297,0.0391779862438231,5.18744891816967,0.867768605277403,0.930974633642442
"7920","GB51428",3,30,29,43,11,14,10,57,97,24,24,50,0.0710916223603077,2.05188450702004,0.867985473398645,0.930974633642442
"7921","GB54693",389,238,429,684,247,1016,730,795,792,835,1226,818,0.0478906218243329,6.34442216594409,0.867458037716348,0.930974633642442
"7922","GB41643",54,40,283,387,523,178,7,302,1062,8,253,774,0.121179120027936,5.16493510244197,0.868354935703397,0.931016188010454
"7923","GB49423",100,55,165,230,119,188,185,200,308,281,357,253,-0.0352447865277063,4.57594180551512,0.868436995149481,0.931016188010454
"7924","GB52633",22,14,19,31,12,55,18,46,43,51,91,52,-0.0685455514854095,2.20429825315367,0.86836011879885,0.931016188010454
"7925","GB42350",39,29,64,123,57,239,93,115,230,152,230,157,-0.0480746802472981,3.85775369803541,0.868833996423636,0.931324264936125
"7926","GB49497",1306,366,1688,2563,1349,3318,1238,1896,2994,3322,6646,2003,0.05915271175334,8.06736566125361,0.869167852648254,0.931564585950911
"7927","GB44946",210,177,384,425,329,545,562,524,624,610,707,601,0.0364558385201807,5.8333623213177,0.869479685170186,0.931708669289949
"7928","GB48331",53,41,105,128,85,140,50,115,311,173,226,132,0.0481102699089921,3.91031986766406,0.869521639803498,0.931708669289949
"7929","GB51670",20,6,45,18,51,39,68,37,53,49,78,42,-0.0554222921412396,2.3831843133465,0.869825694395441,0.931916921918182
"7930","GB40386",88,96,85,143,99,115,173,184,271,172,194,222,0.0335747612849034,4.26015737670515,0.870423406476671,0.931969603985294
"7931","GB51050",296,194,520,577,605,877,620,863,862,891,1222,813,0.0416553928012069,6.35101238657882,0.870010724325085,0.931969603985294
"7932","GB52790",995,547,1919,2857,1497,1665,2094,2876,3094,2602,3586,2951,-0.0458665748072806,8.01530285860649,0.870101244394367,0.931969603985294
"7933","GB53469",22,14,16,30,21,26,44,34,42,45,38,49,-0.0786937662484019,2.0297639496259,0.870212970930561,0.931969603985294
"7934","GB55449",44,48,122,131,120,83,19,232,643,220,22,18,-0.100696325918054,4.01377268983733,0.870327289906534,0.931969603985294
"7935","GB44123",112,146,244,402,276,196,161,445,858,253,303,530,0.0499259483273287,5.27136695531979,0.870843976667521,0.93230240476252
"7936","GB55297",180,118,259,328,213,270,336,385,523,412,501,446,-0.0357064534730093,5.30365207995018,0.87107343493969,0.932430548111475
"7937","GB45019",47,39,57,84,73,85,106,96,146,100,125,165,-0.0486903551422254,3.51291763863632,0.871523473696942,0.932682417844333
"7938","GB45540",114,180,265,257,369,261,427,340,567,473,586,466,-0.0445935227700213,5.43647818599564,0.871528314637825,0.932682417844333
"7939","GB41822",158,81,214,230,229,264,158,261,518,309,469,447,0.0367751261033659,5.02675609822802,0.871728521189701,0.932779164568146
"7940","GB54350",30,16,45,62,40,84,55,100,112,65,80,59,0.0535022327419774,2.91266875583405,0.872147557988546,0.933110013238375
"7941","GB43573",7998,2465,8112,10102,4431,9271,8148,11548,8703,12179,18155,22012,-0.05538188430755,10.243965077078,0.872968676068629,0.933753324503022
"7942","GB44940",107,98,148,179,145,188,242,240,346,310,266,276,-0.041980016582084,4.68931774095076,0.872939873949239,0.933753324503022
"7943","GB41969",89,54,84,142,147,145,142,200,245,225,228,214,-0.039585469356961,4.25698339222868,0.873268988845169,0.933956950804445
"7944","GB53651",50,64,80,213,80,98,63,228,232,73,365,124,0.0538578497846998,4.02821313820123,0.873403531443281,0.933983257755624
"7945","GB42797",99,92,86,207,275,159,193,149,407,167,510,306,0.0456099267095959,4.70528099391683,0.874067228036303,0.934207465641459
"7946","GB45265",261,602,1350,1835,1729,1071,317,2209,5484,773,1378,3475,-0.0764606256042012,7.58488303768603,0.873788575247291,0.934207465641459
"7947","GB47616",47,55,79,84,109,112,116,164,160,156,160,129,0.0344522373891213,3.81324836888279,0.873833162424983,0.934207465641459
"7948","GB48961",570,146,437,578,301,1299,394,730,963,777,1667,1274,0.0556741883710493,6.45331116542146,0.874163054076981,0.934207465641459
"7949","GB54446",4296,1606,5367,8956,5357,11468,5356,8682,17284,6730,14923,10443,0.051239964460165,9.88912056921814,0.873979451073388,0.934207465641459
"7950","GB43571",277,593,1834,3057,770,1888,85,2221,9770,2000,257,229,0.112733516598412,7.70832630962562,0.874454460362368,0.93428620725504
"7951","GB51505",54,35,58,94,61,113,88,144,140,113,167,130,-0.0429618151976232,3.58313257042206,0.874456696160662,0.93428620725504
"7952","GB55285",100,118,179,263,187,109,94,368,593,195,205,379,0.0506467127882131,4.80329580267727,0.874785745418438,0.934520234825155
"7953","GB55467",25,21,34,47,59,39,51,55,94,67,64,104,-0.0575833825266992,2.75676846256894,0.875020540903255,0.934653526338884
"7954","GB41669",124,73,221,384,273,251,417,497,341,295,371,239,0.0451782492754281,5.12856180785959,0.875197647269362,0.934723922490225
"7955","GB44086",53,32,49,70,59,71,104,96,110,106,114,110,-0.0470972707299162,3.32756555409252,0.875306510112977,0.934723922490225
"7956","GB47151",66,38,114,164,116,177,177,176,213,180,283,176,-0.0291743359871308,4.20391166219619,0.875464292000893,0.934774907057263
"7957","GB51717",82,41,145,147,135,175,137,184,255,264,284,211,-0.0324808427332122,4.33260215760357,0.875759315267295,0.934876220204364
"7958","GB52285",12,9,18,32,8,35,14,31,41,24,50,39,0.0625776624924121,1.70362718901646,0.875830878066748,0.934876220204364
"7959","GB53033",294,129,382,456,391,515,455,589,700,602,812,659,0.0348361601579963,5.88246795989659,0.875968981360146,0.934876220204364
"7960","GB55967",158,98,265,300,253,294,228,361,535,464,388,466,0.0340051816106096,5.23442114985716,0.875999377613507,0.934876220204364
"7961","GB41044",8,2,15,48,10,40,17,19,45,36,54,40,-0.0357451902024455,1.73694385461351,0.876485339585172,0.935277347038819
"7962","GB47925",441,175,959,1065,900,1348,1102,1319,1501,1438,1918,1240,-0.0437393404857526,7.00186224216576,0.876782324374513,0.935476745235052
"7963","GB40672",75,79,137,137,148,157,149,218,322,255,265,225,-0.0414832004294146,4.43517107941383,0.87716022699937,0.93576241722462
"7964","GB50244",744,514,776,974,1046,956,1598,1448,2076,1339,1374,1946,-0.0447725090198106,7.22793390446519,0.877326419327897,0.935822191385044
"7965","GB44914",55,46,75,134,92,97,118,173,179,118,133,162,0.0370457985570248,3.81357959398451,0.878350203211174,0.936796607191327
"7966","GB54219",181,425,737,532,557,567,610,499,1333,1353,1406,1010,-0.0517514574265019,6.50900875146732,0.87851620424471,0.936856032520564
"7967","GB54929",267,166,459,430,411,549,717,584,674,785,975,473,-0.0373596132196086,6.00913154710494,0.879043701692744,0.937300896934838
"7968","GB52630",31,34,57,116,161,46,123,67,241,83,106,159,0.0555666167384286,3.61621395356018,0.879215804198185,0.937366749079265
"7969","GB41122",34,14,55,61,29,73,57,73,104,82,80,61,0.0516124247367964,2.86852438292772,0.8793275695171,0.937368264907487
"7970","GB40513",414,306,608,719,710,831,945,1041,1173,1096,1370,1118,-0.0381427157993679,6.67984404734036,0.879523652121158,0.937459651790368
"7971","GB55645",49,42,126,117,90,162,127,148,245,201,211,146,-0.0343801186210964,4.02876510959303,0.879875441939669,0.937716958885646
"7972","GB46817",5260,2140,6413,8605,9621,6797,10795,7817,13961,14006,10153,10135,0.0462827706016675,10.0385376523798,0.88027623646696,0.938026421072106
"7973","GB49871",485,189,1095,1044,946,1191,1521,1210,1404,1373,1356,1138,0.0456200045490489,6.99816811275887,0.880686344851148,0.938345729275116
"7974","GB55328",5109,1470,4853,6376,4922,6877,6694,7811,13355,6436,11637,6776,0.045352884705093,9.6503425442517,0.880907164553515,0.938463301088803
"7975","GB45597",43,38,61,89,57,73,83,103,139,147,118,106,-0.0487605844137367,3.42337933118762,0.881481429273959,0.938957334380223
"7976","GB44621",32,17,70,88,37,110,39,86,107,131,153,85,0.0526016528531764,3.22132469771935,0.881623031152874,0.938990427487921
"7977","GB50274",907,431,1819,1928,1301,2506,1688,1742,3129,3230,3234,2075,0.0435893195686808,7.85189771361767,0.881990761508636,0.939264324810814
"7978","GB54600",40,26,66,59,49,92,54,114,137,104,117,105,-0.0439331826703528,3.26609000648485,0.882290930054818,0.939466213438916
"7979","GB42865",376,670,264,229,467,394,907,673,843,920,946,1077,0.0589550163575894,6.41879871044473,0.882941886247733,0.939923724771239
"7980","GB51283",909,224,805,1679,556,1828,1080,1474,947,1595,3659,1344,0.0540222931351769,7.26958776734654,0.882869948580902,0.939923724771239
"7981","GB44218",107,41,134,138,116,167,111,195,381,161,214,215,0.0383185805165196,4.28225048375023,0.883525995147958,0.940427681842113
"7982","GB46055",13,11,20,30,33,30,13,24,52,62,29,62,0.054597218750955,1.9814482126124,0.88379312359381,0.940512055264244
"7983","GB48326",376,210,429,677,396,546,565,740,977,804,1021,901,-0.0353961577999777,6.23426032351629,0.88382669066209,0.940512055264244
"7984","GB49726",320,96,333,518,506,677,768,556,963,384,982,704,-0.0394248026004703,6.04282767321095,0.884165067076473,0.94075428918019
"7985","GB45318",271,133,414,645,341,333,525,500,686,455,647,893,0.0373774973748591,5.85867637079308,0.885195241355966,0.941732445249709
"7986","GB46490",408,333,588,641,798,1595,921,959,1526,1396,1819,1444,-0.0418532394260252,6.90914931843252,0.885822601720799,0.942281868472099
"7987","GB44697",12,20,38,66,35,29,13,68,117,24,48,122,-0.0662904464125289,2.56291639607357,0.886333288624818,0.942438087579421
"7988","GB47536",1,32,17,10,46,134,10,55,45,20,159,135,0.0953788186775856,2.71764168983317,0.886484117464248,0.942438087579421
"7989","GB49180",480,291,418,414,421,531,622,965,771,710,1116,745,0.0373660171386876,6.26408274550026,0.886524162195074,0.942438087579421
"7990","GB49451",92,59,154,239,152,199,198,241,327,294,387,193,-0.0300930881727845,4.62783273777803,0.886356000510183,0.942438087579421
"7991","GB55008",31,29,54,25,50,77,65,90,92,80,82,76,0.0383252862166988,2.9673831470844,0.886227397916681,0.942438087579421
"7992","GB41025",292,200,425,588,444,537,528,685,794,748,932,766,0.0312230765893873,6.10491455853691,0.887936912704166,0.943821831008745
"7993","GB50945",80,80,121,155,146,203,164,202,284,317,279,251,-0.0366608565623834,4.50772296717789,0.888291124288495,0.944080207785658
"7994","GB47767",9,29,60,110,45,36,11,67,183,11,57,184,0.0795186664045978,2.98071237492483,0.88854344259247,0.944230240783466
"7995","GB47696",56,131,65,80,78,79,216,116,143,193,139,221,0.0451697607189404,4.07052336920032,0.889361569288461,0.944981429781798
"7996","GB40917",18,12,18,29,20,35,27,29,33,46,52,65,-0.0575522714210669,2.00742850886529,0.890832234214992,0.945670433394778
"7997","GB41215",77,44,69,62,100,86,69,140,194,133,163,149,0.0281304060592712,3.71082875498123,0.890810479357211,0.945670433394778
"7998","GB41692",196,122,339,352,370,356,436,471,588,489,653,444,0.0299099309483859,5.58012761380744,0.891168345759769,0.945670433394778
"7999","GB42555",36,12,55,61,45,60,55,86,75,78,92,76,0.0476839316803979,2.89213653397545,0.890423093641025,0.945670433394778
"8000","GB43229",812,376,1433,1777,1288,2066,2019,1961,2470,2209,3247,1852,-0.0381873425257545,7.69738925109758,0.890466713120919,0.945670433394778
"8001","GB46120",570,304,914,1285,630,1315,982,1295,1591,1511,1934,1349,0.037235476457167,7.05700102048912,0.891345869357503,0.945670433394778
"8002","GB49018",154,37,117,98,222,196,460,120,170,401,214,96,-0.0555174304321956,4.57205055503815,0.891037352532017,0.945670433394778
"8003","GB49548",405,785,340,411,556,526,871,744,1482,1083,1302,1278,0.0509374924593187,6.70614464968627,0.891144161229282,0.945670433394778
"8004","GB50871",579,208,531,626,1158,716,1074,630,1492,1042,1557,1432,-0.0421180558223893,6.76002530487091,0.891250775917173,0.945670433394778
"8005","GB51119",121,81,249,224,194,372,175,311,403,398,595,323,0.0340212862794641,5.05982665558199,0.890811694562395,0.945670433394778
"8006","GB52351",105,85,226,419,173,318,220,294,621,484,449,333,-0.0327755854552968,5.15362730322984,0.890639048068909,0.945670433394778
"8007","GB53043",164,286,232,202,185,302,321,413,422,604,1037,323,-0.0516324341306211,5.52032701103303,0.891183097960489,0.945670433394778
"8008","GB50218",92,10,166,148,747,141,880,127,177,255,350,62,0.0880171171619015,5.0411556432721,0.891818099833278,0.946053291468993
"8009","GB42984",8,590,24,95,37,347,10,639,1294,374,23,622,0.122964472568804,5.49191786156101,0.892197470659968,0.946337559402726
"8010","GB43435",29,15,35,33,28,45,58,55,59,52,52,51,0.0400934701169925,2.43694465497284,0.892593265896563,0.946639175254845
"8011","GB44661",146,190,115,160,142,229,217,345,575,248,418,390,-0.0492031980562246,5.02190470321931,0.892951254418495,0.9467824396262
"8012","GB46647",135,57,236,317,218,243,263,315,443,332,441,370,-0.0254923197967084,5.03307653312372,0.892857321885748,0.9467824396262
"8013","GB41843",605,262,592,1185,582,897,838,1140,1221,1222,1723,1122,0.0364800776629828,6.8059199953594,0.893096778392365,0.946818561393128
"8014","GB40222",110,71,133,217,138,178,213,283,304,258,296,226,-0.0310787934195992,4.60106242345919,0.893516131379332,0.94702676682064
"8015","GB46962",194,95,305,307,232,362,341,468,466,445,634,400,-0.0281645795713395,5.38566343940232,0.893451851033139,0.94702676682064
"8016","GB40673",4151,1909,5889,5927,5528,8378,14242,9409,5399,9785,8791,7411,-0.0459320745310794,9.78784628567639,0.894017609991563,0.94744006947085
"8017","GB43630",17,13,54,54,52,63,64,62,72,97,100,53,-0.0271392833708583,2.8126898899315,0.894311051858376,0.947514640251547
"8018","GB52058",73,58,106,144,88,159,105,208,232,183,272,200,-0.0351449809656338,4.17601483612328,0.894265345727651,0.947514640251547
"8019","GB40145",152,208,241,510,327,279,177,574,1039,331,424,714,0.0413123768526829,5.61696724789786,0.894712736427961,0.947572871064266
"8020","GB40563",123,89,434,524,391,432,481,463,854,630,644,403,-0.0326280514077141,5.70992603880369,0.894911508647879,0.947572871064266
"8021","GB48788",329,195,417,436,632,444,573,604,982,794,758,982,-0.0340154402366495,6.15112718984997,0.894627468601072,0.947572871064266
"8022","GB50067",186,137,378,529,374,398,473,601,742,553,767,505,-0.0285239138226611,5.78392835385199,0.894573303126328,0.947572871064266
"8023","GB51431",38,25,60,122,24,107,38,90,157,132,179,107,-0.0470733807325871,3.37648667331419,0.89495548123179,0.947572871064266
"8024","GB54120",82,53,138,167,131,133,225,208,239,209,204,142,0.0334971947856269,4.29435672853631,0.8950352816268,0.947572871064266
"8025","GB43840",66,27,74,110,103,87,154,136,185,140,109,121,-0.0320570683351064,3.73289661623982,0.895290303531455,0.947592317741226
"8026","GB45354",617,229,818,1236,700,1296,849,1174,1475,1499,2335,1126,0.0380812604732267,7.00357573961434,0.895388291290032,0.947592317741226
"8027","GB51883",32,28,50,82,53,86,81,93,116,103,107,79,0.0348847689615984,3.20486331117087,0.895248055892668,0.947592317741226
"8028","GB41129",126,36,125,108,169,147,221,237,248,222,263,132,-0.0344322851289029,4.35666792405902,0.896298510574055,0.94843744984138
"8029","GB41806",64,29,85,154,246,162,256,166,312,145,192,139,0.0473141151383319,4.27412447514567,0.896497693167404,0.948530066441288
"8030","GB41609",299,199,283,392,518,422,567,587,714,605,825,611,0.0298221583304333,5.92660194901977,0.89704354051793,0.948989399339952
"8031","GB46543",90,118,110,165,169,122,276,234,313,168,224,346,-0.0445703052274576,4.60099271148631,0.897179933612293,0.949015506915257
"8032","GB47564",43,11,17,25,22,33,42,28,37,39,37,95,0.0468074859984295,2.21464623949516,0.898149272816236,0.949804316267139
"8033","GB55209",2379,921,936,4341,3099,10789,33,6388,14717,4719,9445,7054,-0.0830869568777156,9.18376855692265,0.898053066526945,0.949804316267139
"8034","GB49843",52,10,43,52,55,83,73,72,112,105,108,39,0.0536363220925072,3.02009492700746,0.898378085962967,0.949928035879438
"8035","GB44648",53,68,144,166,150,106,48,227,489,118,146,347,-0.0507448920751607,4.32319240545674,0.898671485472316,0.950001775645511
"8036","GB53695",203,124,257,390,257,1326,337,673,599,715,1375,495,0.047615011663099,5.98766918643772,0.898597611352816,0.950001775645511
"8037","GB43193",98,68,160,192,179,167,187,228,275,332,317,214,0.027374198154169,4.59462982282715,0.899243543313399,0.950251760224819
"8038","GB46131",263,201,271,347,380,392,638,568,622,514,566,647,-0.0332929593353091,5.79143306071607,0.899234789278807,0.950251760224819
"8039","GB54404",30,27,27,42,22,589,194,236,247,119,190,171,-0.0702305363229424,4.16036641751587,0.899040739708733,0.950251760224819
"8040","GB42233",33,78,44,43,83,43,31,149,253,51,66,166,0.0471950688037538,3.44799668245208,0.900195015469423,0.950286012425258
"8041","GB42470",23,6,17,38,24,27,23,56,61,32,19,40,0.0613754902110031,1.94712247933559,0.89961650676677,0.950286012425258
"8042","GB42812",46,18,54,80,74,52,75,95,139,95,111,89,-0.0314623801147316,3.2181410664795,0.900347219986792,0.950286012425258
"8043","GB45651",424,334,318,415,573,408,848,872,890,702,809,923,-0.0392716882065444,6.28697418794469,0.899960226066503,0.950286012425258
"8044","GB46165",74,148,106,73,105,73,150,132,272,226,390,240,-0.058047768296115,4.37421150521115,0.900396789049803,0.950286012425258
"8045","GB47148",213,395,180,620,384,505,259,1077,1349,737,662,479,0.0448116914757148,6.1133297222172,0.900349734245223,0.950286012425258
"8046","GB48145",518,291,474,630,680,676,844,910,904,833,1264,1252,0.0327883586236872,6.55294666235663,0.89976009029166,0.950286012425258
"8047","GB48215",401,227,653,763,678,806,916,875,1024,1087,1273,949,0.0316810312902951,6.57906672032422,0.900241120896416,0.950286012425258
"8048","GB48470",40,58,73,78,68,131,178,106,116,105,165,133,0.0318363094603722,3.70529153447773,0.900842055098364,0.950286012425258
"8049","GB49422",11,12,28,49,19,36,41,33,74,49,46,40,-0.0397698226396648,2.1618409339536,0.900110775984415,0.950286012425258
"8050","GB49689",55,11,20,71,81,136,60,58,38,367,46,9,0.0833385580827795,3.2782557805419,0.900744680488657,0.950286012425258
"8051","GB53754",717,477,1118,1691,1154,1255,1589,1547,1887,1872,2679,1742,0.0335349096846521,7.45155800164918,0.900697439888975,0.950286012425258
"8052","GB53797",50,15,23,39,23,45,41,39,35,44,148,95,-0.062926881320005,2.60889821130641,0.900642805959713,0.950286012425258
"8053","GB55204",996,467,166,5866,176,5327,27,2781,2017,1462,2052,10525,0.101025907898412,8.21489471051806,0.899947133269037,0.950286012425258
"8054","GB55723",11,14,24,14,20,23,27,48,32,30,43,29,-0.0671786935611117,1.76645929912612,0.901269182328122,0.950618537854159
"8055","GB52591",166,95,191,226,195,173,231,269,421,368,376,306,0.0238616368045146,4.92601532525605,0.901399612120377,0.95063807634545
"8056","GB44904",43,23,89,128,70,121,55,112,148,155,209,137,0.0424138577737259,3.64537882984957,0.901568479608924,0.950698142288706
"8057","GB41670",247,61,126,506,474,1621,488,624,408,1538,1620,347,-0.0593561896364487,6.21915446931505,0.901746501491874,0.950767845373398
"8058","GB46022",71,40,132,250,136,151,161,197,326,228,248,170,0.0357045695217192,4.3608524191938,0.902168134124914,0.951094353362018
