"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"6742","GB41037",10,12,50,46,30,52,79,63,139,104,126,86,-0.0630828640266514,2.89796863757724,0.783358651602389,0.979733012383297
"6743","GB41135",19,16,38,61,33,43,41,57,109,67,92,67,-0.0690587822373508,2.66463577300153,0.780387431171585,0.979733012383297
"6744","GB41280",141,92,205,273,259,240,339,319,455,453,498,344,-0.0562058547700765,5.15043126942175,0.784676639597805,0.979733012383297
"6745","GB41306",1345,348,1419,1415,1292,2490,2195,2773,5112,2703,5197,3991,-0.0863527973064979,8.10777585835867,0.779248706808948,0.979733012383297
"6746","GB41758",4,10,79,90,78,36,2,37,211,5,33,131,-0.19391586160771,2.80002858308781,0.778999820678497,0.979733012383297
"6747","GB41896",37,7,36,53,55,37,41,45,73,33,64,72,-0.0775715501479705,2.52780059869141,0.783708724913032,0.979733012383297
"6748","GB41968",42,58,112,160,75,139,122,134,207,163,252,151,-0.0729894264925511,4.00527022135082,0.785841783235985,0.979733012383297
"6749","GB42252",399,764,416,2653,462,435,404,742,1010,440,669,481,0.115456475467012,6.68153638453805,0.782600128538851,0.979733012383297
"6750","GB42298",306,145,426,524,444,630,542,736,659,693,962,553,-0.0640833609712621,6.03480075479548,0.782456896911158,0.979733012383297
"6751","GB42624",115,89,242,294,396,158,283,121,358,280,198,253,-0.0810536815995008,4.88883210624878,0.787581533475869,0.979733012383297
"6752","GB42720",299,261,598,630,755,912,888,969,1116,1023,1209,915,-0.071645637352711,6.56295140104725,0.77854970481928,0.979733012383297
"6753","GB42941",10,5,32,35,15,35,34,42,80,55,67,47,-0.0549012590717485,2.15011908648867,0.783662177102289,0.979733012383297
"6754","GB43121",274,153,339,631,351,421,435,525,632,448,563,483,0.0626618317505465,5.74756803360034,0.777529596278928,0.979733012383297
"6755","GB43215",101,68,161,259,123,203,131,211,166,169,218,222,-0.0705627249755753,4.41204434103664,0.782475897148136,0.979733012383297
"6756","GB43553",992,811,1325,2546,1277,1546,1223,1669,2140,1559,2041,1639,0.0755458723288237,7.63141672239152,0.783610628923984,0.979733012383297
"6757","GB43784",21,9,89,76,250,80,238,117,355,168,206,105,-0.115402077729044,4.0096036442368,0.778441401349937,0.979733012383297
"6758","GB44133",7039,2678,7624,9215,11670,13091,16772,16307,13391,12185,24059,16792,-0.0873242051026341,10.5222198867667,0.779850912517168,0.979733012383297
"6759","GB44205",1772,846,2761,3603,1971,3491,2991,3489,2630,3214,2847,2860,0.0816782175321297,8.39834231579092,0.780551780259699,0.979733012383297
"6760","GB44362",40,40,45,140,60,76,81,113,240,124,189,134,-0.0759385058934736,3.62680633231639,0.785530090869593,0.979733012383297
"6761","GB44523",105,93,92,185,167,229,242,363,506,315,492,453,-0.0647377107642917,4.93639705777539,0.785323680155487,0.979733012383297
"6762","GB44969",213,113,345,349,365,409,392,385,475,480,442,557,-0.0618713830035143,5.52355308487998,0.780411557361113,0.979733012383297
"6763","GB44992",41,22,67,68,76,75,82,89,151,102,153,121,-0.0631554061709196,3.36683739549711,0.778025002249087,0.979733012383297
"6764","GB45342",91,42,115,175,120,153,162,194,204,206,186,138,0.064394984124942,4.18313270768315,0.783207852983361,0.979733012383297
"6765","GB45357",232,132,290,301,359,338,559,502,705,599,641,734,0.0623860874170917,5.71897071120634,0.784102812027183,0.979733012383297
"6766","GB45367",42,35,75,108,77,104,85,96,174,137,132,106,-0.0634494423589524,3.55895434504765,0.786526178749696,0.979733012383297
"6767","GB45597",43,38,61,89,57,73,83,103,139,147,118,106,0.0584591586822875,3.42337933118762,0.784580262584507,0.979733012383297
"6768","GB45634",183,167,314,441,295,378,419,497,648,456,706,521,0.0587669739280924,5.6410853549681,0.780569295147408,0.979733012383297
"6769","GB45844",194,151,259,557,346,332,353,449,427,321,386,303,0.0647534927716251,5.42556123506974,0.780672866306448,0.979733012383297
"6770","GB45853",160,25,214,182,178,212,238,301,628,323,709,411,-0.0746218542132432,5.02428686845365,0.781199282704713,0.979733012383297
"6771","GB46369",3884,3946,3461,17494,4367,3172,2311,5402,9513,2790,4587,2953,0.114439141013946,9.48137544214049,0.783136091598667,0.979733012383297
"6772","GB46387",35,23,52,90,48,46,65,83,73,63,86,82,0.0677630325416998,2.96256069662384,0.785615386482123,0.979733012383297
"6773","GB46511",74,71,130,176,129,162,140,217,286,197,271,199,0.05823435992302,4.36076341102748,0.778742552498175,0.979733012383297
"6774","GB47273",120,38,127,154,139,170,172,165,250,171,220,211,0.0648363270015975,4.29466922450069,0.786581165529242,0.979733012383297
"6775","GB47349",42,33,113,121,114,169,249,254,195,228,236,141,0.0810301631229741,4.19854145881596,0.786081086845809,0.979733012383297
"6776","GB47424",14,6,13,14,14,22,14,32,113,37,59,89,-0.0831061410747775,2.0001530768404,0.786382254319045,0.979733012383297
"6777","GB47502",1535,834,1613,3050,2097,2045,2501,3562,5509,3511,5605,4338,-0.0763202151070112,8.42420240846188,0.785026251472227,0.979733012383297
"6778","GB47638",267,151,544,615,360,654,565,654,708,718,917,664,-0.0658797618878578,6.07214203865695,0.779387698138305,0.979733012383297
"6779","GB47722",58,10,34,63,39,38,51,38,61,88,140,27,-0.111120996217818,2.73605360885173,0.784312924348607,0.979733012383297
"6780","GB47813",168,89,246,285,245,266,270,324,435,450,484,354,-0.0569400752677259,5.16484568755649,0.783468138007907,0.979733012383297
"6781","GB47829",196,101,259,294,211,337,286,432,680,520,714,553,-0.0613222795546745,5.44504542505588,0.777507283766075,0.979733012383297
"6782","GB48215",401,227,653,763,678,806,916,875,1024,1087,1273,949,-0.0679578215966846,6.57906672032422,0.78358280264785,0.979733012383297
"6783","GB48289",863,442,2470,4979,911,4880,6555,6074,2190,3655,5812,4161,-0.11583610370607,8.66637172378305,0.786848240067151,0.979733012383297
"6784","GB48347",57,37,122,98,75,151,118,169,254,239,245,196,-0.0628607000729567,4.07450208380763,0.784173597002771,0.979733012383297
"6785","GB48447",16,5,36,25,110,23,73,29,182,45,73,89,-0.111490606980364,2.76756702267157,0.781511373872083,0.979733012383297
"6786","GB48574",143,126,306,443,344,216,351,308,633,472,634,376,-0.0675339670919377,5.42332819849194,0.781396763342159,0.979733012383297
"6787","GB48676",67,54,131,167,124,131,158,182,263,223,261,234,-0.0581108209942887,4.29434966798954,0.787300480013503,0.979733012383297
"6788","GB48821",102,47,151,164,132,171,171,192,297,239,279,299,-0.057860495973448,4.46111788278883,0.785078655563914,0.979733012383297
"6789","GB48937",1597,1804,5759,4902,1685,7163,17808,11949,4623,13306,13375,13348,0.109607499169038,9.83448087319096,0.785263913905602,0.979733012383297
"6790","GB49041",60,32,46,79,62,112,68,96,77,116,111,77,-0.0931092985522404,3.30651426660238,0.77728507512363,0.979733012383297
"6791","GB49116",521,517,1016,2397,793,718,683,1008,1133,701,968,562,0.0875705718675781,6.91164177605812,0.784709045038032,0.979733012383297
"6792","GB49593",68,40,89,167,62,107,79,156,205,155,151,130,0.0674316029834595,3.82458581612422,0.786773840305049,0.979733012383297
"6793","GB49651",12,11,50,40,29,35,30,56,81,63,85,66,-0.0738373533228486,2.45909926520788,0.787787991546919,0.979733012383297
"6794","GB50077",35,26,56,58,88,72,95,54,79,99,66,30,0.0882064320459286,3.03578761186452,0.788168970762502,0.979733012383297
"6795","GB50102",307,171,529,580,550,520,494,665,801,740,923,697,-0.0642714750158674,6.12040119357778,0.778700781926617,0.979733012383297
"6796","GB50117",24,8,14,14,8,16,69,66,72,32,108,138,0.111258205188261,2.42353726487468,0.779735351194378,0.979733012383297
"6797","GB50272",1572,451,1625,2487,1035,2959,2884,3563,2067,2660,4719,3505,-0.0901420368101239,8.16040961323435,0.784681779062558,0.979733012383297
"6798","GB50537",48,37,281,277,135,354,484,594,422,242,529,487,0.0980008911728416,5.17073022660016,0.783851848084317,0.979733012383297
"6799","GB50678",81,38,147,198,181,150,174,219,290,160,214,155,0.0763214689537094,4.32945595487882,0.779735968523389,0.979733012383297
"6800","GB50732",31,14,48,41,56,61,53,72,113,70,84,69,0.0859725538206046,2.84165476771421,0.787135044179841,0.979733012383297
"6801","GB51067",200,117,317,350,294,364,385,395,550,490,592,358,0.0583754513857737,5.46285228666801,0.779407250448452,0.979733012383297
"6802","GB51564",419,270,514,754,510,793,578,755,673,655,839,645,0.0639028260515051,6.28203037435033,0.785741874096454,0.979733012383297
"6803","GB51834",252,96,63,456,660,443,1101,1539,555,1004,1796,355,-0.121266674439903,6.25716194079664,0.780195886313984,0.979733012383297
"6804","GB51913",51,21,57,93,42,96,61,90,132,92,165,77,-0.076713094052641,3.27876901414367,0.781041182965787,0.979733012383297
"6805","GB52211",416,348,553,780,774,895,957,1132,1471,1046,1703,1462,-0.0744172478117872,6.81266575235941,0.776463057442602,0.979733012383297
"6806","GB52256",2655,1192,4456,6092,3423,4198,4964,6230,5077,4631,6209,5267,0.0825874892736363,9.10055939237268,0.779038267303138,0.979733012383297
"6807","GB52713",31,34,26,92,31,31,32,51,73,43,94,44,0.0738815487819119,2.64701221323041,0.784015469329125,0.979733012383297
"6808","GB52754",205,139,263,484,285,320,292,286,373,290,354,277,0.0571484198660038,5.25575899537646,0.777312871883658,0.979733012383297
"6809","GB52825",17,6,20,36,30,26,35,37,39,25,33,25,0.108267632476426,1.82799616821969,0.777605268262863,0.979733012383297
"6810","GB52983",213,147,276,570,297,377,371,408,507,382,410,335,0.0594811336187361,5.48081244495523,0.787984033581497,0.979733012383297
"6811","GB53019",23,15,38,69,18,41,27,34,56,45,65,40,-0.102543384572052,2.31326827804445,0.78745013444338,0.979733012383297
"6812","GB53033",294,129,382,456,391,515,455,589,700,602,812,659,-0.0607187267723484,5.88246795989659,0.77860465123632,0.979733012383297
"6813","GB53125",1780,746,2392,2788,2689,5273,10401,6824,4269,8718,10064,6287,-0.0939510527160915,9.17588451142674,0.785905028438983,0.979733012383297
"6814","GB53230",68,59,174,191,158,181,274,245,260,282,284,201,0.0673248362923231,4.56114872863763,0.784502076748019,0.979733012383297
"6815","GB53238",83,62,122,168,121,140,116,161,214,177,211,150,0.0523686968334556,4.15454603266941,0.778501978457028,0.979733012383297
"6816","GB53334",193,116,308,339,274,371,318,364,400,415,425,341,0.0544422493559911,5.3155793412148,0.785663309100755,0.979733012383297
"6817","GB53437",37,41,49,61,53,70,71,77,136,104,116,127,0.0581821521053758,3.26340556576815,0.785521578765698,0.979733012383297
"6818","GB53706",70,47,123,146,91,124,85,136,132,116,163,134,0.052788323353447,3.84579967645783,0.787596992651648,0.979733012383297
"6819","GB53881",202,106,393,405,379,339,386,421,571,504,519,349,0.0645106090180774,5.52821282672573,0.778339777037655,0.979733012383297
"6820","GB53887",3215,961,26593,17304,5261,48678,54487,55864,14532,57158,53078,26058,-0.1517664072295,11.6859584142096,0.78684204956609,0.979733012383297
"6821","GB54214",233,92,552,513,396,576,498,563,700,737,778,434,-0.0692270424897585,5.8952548492548,0.780723758876214,0.979733012383297
"6822","GB54236",210,133,227,316,282,335,390,434,678,548,577,497,0.0586239815389071,5.50605490023195,0.778767953914041,0.979733012383297
"6823","GB54700",54,70,101,120,103,163,151,185,362,254,332,263,-0.0703096294491371,4.36046375886161,0.776896727419749,0.979733012383297
"6824","GB54777",25,16,96,102,96,141,291,198,141,147,161,182,0.104625612760301,3.94752262458318,0.783482355153028,0.979733012383297
"6825","GB54929",267,166,459,430,411,549,717,584,674,785,975,473,0.0661802120512301,6.00913154710494,0.786998509076752,0.979733012383297
"6826","GB55155",74,48,97,118,86,132,112,135,154,138,176,155,0.055487838601036,3.87885302652953,0.778827291601078,0.979733012383297
"6827","GB55419",76,51,142,184,139,170,195,199,218,206,193,166,0.0647369323905713,4.30303665541048,0.782288529063421,0.979733012383297
"6828","GB55484",63,97,215,228,174,199,205,219,314,308,272,201,0.0654392955884762,4.67043398231191,0.783070830901026,0.979733012383297
"6829","GB55496",2022,1790,1630,6735,2091,2311,1563,2768,4500,1874,3402,1991,0.0942903992318166,8.47332528151542,0.787497111298549,0.979733012383297
"6830","GB55781",314,199,225,340,618,657,1250,932,1475,853,1399,1823,-0.0861854925513178,6.54433228335411,0.777470981603751,0.979733012383297
"6831","GB55967",158,98,265,300,253,294,228,361,535,464,388,466,-0.0585854067679184,5.23442114985716,0.786287111257052,0.979733012383297
"6832","GB55977",205,136,407,502,457,496,587,566,611,540,585,366,0.0672614807679121,5.78865690386559,0.783555830120445,0.979733012383297
"6833","GB55985",130,69,156,188,196,210,243,318,495,421,441,375,-0.0549674393038718,4.94924552627964,0.78295860403323,0.979733012383297
"6834","GB56036",55,41,94,97,74,126,94,85,117,104,144,90,0.0554942743827379,3.56315336349342,0.779071265436025,0.979733012383297
"6835","GB41704",549,255,451,543,768,787,1285,1203,1986,1058,1991,1645,0.0749028529849652,6.87969967054561,0.791261664669193,0.979871024562025
"6836","GB42494",126,80,205,238,199,271,230,271,316,299,399,271,-0.0562677692973175,4.8690991934549,0.789585584448957,0.979871024562025
"6837","GB43124",63,23,101,113,87,122,85,118,141,136,155,95,-0.0634805081258102,3.65326726518263,0.791146482765053,0.979871024562025
"6838","GB44045",192,122,385,407,203,607,420,520,602,513,817,507,-0.0650441583067843,5.68550471666432,0.791393579865997,0.979871024562025
"6839","GB45106",13,10,26,41,21,43,27,62,104,59,75,60,-0.0634943151454389,2.38082511300967,0.790175585563371,0.979871024562025
"6840","GB45341",33,40,58,54,69,91,94,120,143,104,135,152,0.0647943542332405,3.45323455420509,0.791663634938545,0.979871024562025
"6841","GB46557",4,64,482,301,117,29,23,11,6,357,396,8,-0.236764849396339,4.26166528827142,0.790703847948111,0.979871024562025
"6842","GB48171",366,299,667,1051,618,703,832,907,1111,871,1058,837,0.0665177215810883,6.56168176759735,0.791100191850889,0.979871024562025
"6843","GB48450",150,90,267,232,228,278,413,374,515,468,513,512,0.0570437147591197,5.29125626161114,0.791855748513044,0.979871024562025
"6844","GB48540",29,30,20,99,49,42,37,58,76,63,53,44,-0.10569522522783,2.69821045891423,0.791328567623155,0.979871024562025
"6845","GB48601",172,108,300,337,219,429,332,393,546,502,503,485,-0.0568052234838182,5.41275566014028,0.790163122396325,0.979871024562025
"6846","GB48656",18,22,35,188,164,234,362,652,323,181,472,379,-0.105285486322905,4.75265593280707,0.790826595615112,0.979871024562025
"6847","GB48916",142,123,270,389,207,254,239,324,268,298,393,271,0.0555083841758063,5.05866567700893,0.788649213568805,0.979871024562025
"6848","GB49791",21,12,19,25,20,29,22,23,41,23,42,40,0.0562521177437059,1.78838945609588,0.791014833380032,0.979871024562025
"6849","GB49901",106,27,79,98,120,108,155,126,232,195,274,195,-0.0664449969446212,4.06607814221992,0.79177275036051,0.979871024562025
"6850","GB50619",5,34,12,22,20,40,27,63,111,64,71,90,0.108513345303159,2.47050082248075,0.791409214229072,0.979871024562025
"6851","GB51398",323,150,455,757,451,403,495,561,538,413,587,522,0.0643374645529109,5.88280334927131,0.790836829283455,0.979871024562025
"6852","GB51506",4,10,21,30,13,28,17,57,64,26,51,42,0.11866691480699,1.85694105823481,0.790374045470787,0.979871024562025
"6853","GB51724",54,19,318,157,80,434,494,1029,337,460,795,557,0.11526671857373,5.39917218676474,0.791239210881866,0.979871024562025
"6854","GB51732",6,1,70,55,28,70,216,375,168,139,452,170,0.130577967558212,3.89737806239438,0.791266050064786,0.979871024562025
"6855","GB51733",847,222,3003,3307,880,4182,6702,11305,2579,5214,9553,4306,0.122574401060458,8.86650151301636,0.789691779743979,0.979871024562025
"6856","GB52539",71,35,157,149,149,139,160,174,156,161,190,117,0.0709067681297165,4.09480786852928,0.791731436926377,0.979871024562025
"6857","GB53235",34,23,52,105,50,75,89,88,93,71,126,85,-0.0705151290648756,3.17647426233066,0.790922602823033,0.979871024562025
"6858","GB53303",17,13,34,73,35,39,50,56,68,50,45,62,-0.0700979375385715,2.48563799388217,0.789829461587089,0.979871024562025
"6859","GB54223",80,62,118,191,116,117,126,133,198,175,175,145,0.0532782713065179,4.09634401576737,0.789388125057565,0.979871024562025
"6860","GB54239",10,20,6,9,22,14,26,19,40,33,40,46,0.0833352753096487,1.63023430360263,0.788760109749793,0.979871024562025
"6861","GB54480",35,36,122,109,141,92,135,89,145,91,113,104,0.0822560243017467,3.67180350123328,0.791792242159575,0.979871024562025
"6862","GB54646",28,7,50,96,17,49,31,45,81,49,58,46,-0.0853473426087401,2.51501548634615,0.791620361703495,0.979871024562025
"6863","GB54655",202,111,282,443,301,315,404,386,388,403,416,332,0.0584775231421787,5.36186922874841,0.791603603911987,0.979871024562025
"6864","GB54747",600,249,1060,1009,853,1391,998,1115,1212,1552,1450,867,-0.0742700908058459,6.95974319689546,0.791523587365844,0.979871024562025
"6865","GB55007",106,75,588,416,1010,292,1193,242,1122,731,327,1072,-0.122881044730513,6.12996132889246,0.790429375266439,0.979871024562025
"6866","GB41246",13,16,8,10,5,35,23,34,103,47,106,79,-0.129536641249361,2.16737473200206,0.792355345483055,0.980346440413422
"6867","GB40514",110,57,221,272,128,187,233,282,307,315,333,258,0.0617751554734863,4.73943130310838,0.79301169347393,0.98053136926115
"6868","GB40543",154,76,229,222,242,271,307,312,589,429,472,519,-0.0546280082090121,5.1967077115204,0.792947082583092,0.98053136926115
"6869","GB42603",18,17,21,27,36,34,45,78,170,65,121,106,0.0881544592997319,2.7748414790924,0.792869897920952,0.98053136926115
"6870","GB44197",15,22,11,16,30,10,46,46,67,74,67,69,0.0886713920197633,2.26084983778418,0.793081935043362,0.98053136926115
"6871","GB50889",25,47,61,28,57,53,84,50,248,144,254,114,0.0904006517826358,3.45843921093525,0.793027652249405,0.98053136926115
"6872","GB41455",72,41,137,145,148,181,200,183,256,264,246,159,-0.0558560596212354,4.32522810957697,0.793811961642762,0.980555627659779
"6873","GB44541",439,178,936,868,697,1070,826,952,1080,1172,1095,914,-0.0701771363638226,6.67212948201163,0.793964779240464,0.980555627659779
"6874","GB45690",247,91,399,272,210,479,317,349,380,525,492,618,-0.070330692925184,5.46386906150201,0.793432448055763,0.980555627659779
"6875","GB45775",466,168,1202,782,752,705,1085,1063,1827,1805,1551,2083,-0.0803145112816005,6.98959976728809,0.793777101691168,0.980555627659779
"6876","GB48913",50,34,36,88,91,70,98,114,222,90,141,153,0.0749024761504599,3.54551954772962,0.79373710480445,0.980555627659779
"6877","GB51964",66,51,108,139,109,152,151,169,234,209,204,135,0.0578632734763925,4.11384158944936,0.793701060058516,0.980555627659779
"6878","GB54185",18,19,47,47,63,52,43,56,47,48,48,52,-0.0808093778833349,2.54964899370498,0.794024975005488,0.980555627659779
"6879","GB54623",346,257,471,680,419,759,740,820,828,666,1121,798,0.0638900234281744,6.31175518997994,0.793355309913371,0.980555627659779
"6880","GB47591",75,59,146,186,137,153,117,181,219,185,235,188,-0.060802095998629,4.25930767030676,0.794246107136574,0.980686145367035
"6881","GB41806",64,29,85,154,246,162,256,166,312,145,192,139,-0.0729913370871136,4.27412447514567,0.794811321088974,0.980813796143352
"6882","GB46057",20,22,62,37,32,98,41,194,36,11,138,134,0.134342144834925,3.04118475644954,0.794491224238098,0.980813796143352
"6883","GB47969",125,119,193,261,197,267,220,282,294,264,349,286,0.0494753840017151,4.89368499981242,0.794751016403218,0.980813796143352
"6884","GB53957",43,39,82,102,60,103,72,100,97,68,145,89,0.0556834325259995,3.39212295919677,0.79465476122479,0.980813796143352
"6885","GB41425",148,128,213,319,230,236,315,345,510,433,418,449,0.0534818556911748,5.22366757819756,0.795920546557054,0.98118486080553
"6886","GB43225",262,456,462,694,989,693,1223,1254,1554,1503,2591,824,-0.0851132606422957,6.90420561584146,0.795986878800644,0.98118486080553
"6887","GB43704",676,465,1059,1831,1146,1455,1032,1348,2034,1569,1856,945,-0.0710243235526656,7.28759663288957,0.79547041868118,0.98118486080553
"6888","GB44550",59,13,54,48,90,94,193,98,285,192,292,168,-0.0673506944346842,3.85642137097142,0.796151529786053,0.98118486080553
"6889","GB50832",132,36,177,259,166,272,298,364,339,268,468,296,-0.0590855619976836,4.88427515880208,0.796037841886987,0.98118486080553
"6890","GB50919",741,1030,1403,3882,1300,1056,1008,1616,2553,1342,1536,1332,0.0884870007622143,7.66414162369637,0.795924830350364,0.98118486080553
"6891","GB51331",30,21,36,62,48,44,45,66,91,67,73,56,0.066484464878194,2.72861443881076,0.795941545211113,0.98118486080553
"6892","GB51603",162,133,321,391,267,331,441,471,919,638,719,821,-0.0579093429302144,5.72320120815476,0.795248484720838,0.98118486080553
"6893","GB54951",1034,1246,949,5014,1298,894,877,1718,2442,961,1430,1018,0.102646622954876,7.72723865683945,0.795612061902599,0.98118486080553
"6894","GB42997",31,49,75,61,58,120,60,124,194,164,205,138,-0.0821169145614126,3.63995032261072,0.796803638115258,0.981276733225445
"6895","GB43303",200,104,276,288,277,363,403,388,490,430,591,393,0.053759248972172,5.3871066200112,0.796646791386988,0.981276733225445
"6896","GB45362",19,12,66,67,68,72,64,86,104,83,83,53,-0.0565785181753316,2.96619448685283,0.796671528994322,0.981276733225445
"6897","GB47839",555,197,663,912,577,850,1121,978,976,997,1208,1029,0.0697833130460131,6.65386221746234,0.796475354117998,0.981276733225445
"6898","GB49259",72,82,99,219,146,177,244,387,679,385,673,352,-0.0591938134619459,4.97992112035546,0.796757319170344,0.981276733225445
"6899","GB41922",593,368,869,906,763,910,1011,1152,1749,1518,1799,1363,0.066224558431599,6.99947012077664,0.797015702200147,0.981395621132084
"6900","GB44119",249,233,146,305,188,456,496,771,558,905,1479,518,-0.0866538069169462,5.9063972349138,0.797244743019889,0.981523259476291
"6901","GB54421",310,258,529,675,638,601,741,801,1117,806,1021,823,0.0617154964870243,6.37490768548222,0.797350443042482,0.981523259476291
"6902","GB45880",90,65,128,325,95,134,135,172,297,182,244,216,-0.0705760721934233,4.38919488351761,0.797535922639697,0.981609339731125
"6903","GB52014",19,8,27,33,33,57,57,76,132,89,58,108,-0.053183602592291,2.72729778764642,0.797789153271863,0.981636566779327
"6904","GB55514",367,347,313,414,457,617,1143,979,1536,1263,1366,1777,0.0748744735372078,6.65308116630759,0.797732335612768,0.981636566779327
"6905","GB42757",10,22,20,19,23,46,11,54,113,31,44,95,0.106808570564158,2.28191322691809,0.798289153959028,0.981825157504262
"6906","GB43222",97,113,95,153,144,232,155,313,809,358,228,636,0.0848256062938272,4.96391071334758,0.798287736081965,0.981825157504262
"6907","GB46043",28,28,48,77,41,66,87,66,89,94,106,55,0.0607170496830936,3.01465377146724,0.798283350338151,0.981825157504262
"6908","GB48162",148,204,265,362,336,451,226,653,1121,380,540,899,0.077397786095975,5.7501857693781,0.798669403170212,0.982008478785779
"6909","GB53768",233,139,328,492,477,398,686,579,447,480,628,463,0.0655331033176208,5.77234133064598,0.798558530813329,0.982008478785779
"6910","GB52091",51,42,103,125,91,114,129,126,137,149,140,116,0.0588062605138482,3.77286227822669,0.798961718088533,0.982225730124759
"6911","GB40206",52,39,71,84,62,119,100,136,214,151,138,184,0.0623587514607722,3.73142473579726,0.801492381001607,0.982695249650291
"6912","GB40278",674,197,673,714,555,1112,773,1177,1084,1270,1241,1502,-0.0724657958699854,6.76022379327843,0.802429104383965,0.982695249650291
"6913","GB40429",435,359,859,1704,803,938,924,1181,1596,1167,1456,944,-0.0698318326483258,6.95080302985459,0.801613591511701,0.982695249650291
"6914","GB40707",34,16,38,50,43,48,43,35,69,46,67,43,0.0551204813517365,2.50784347289504,0.804209475996866,0.982695249650291
"6915","GB41427",1902,578,2476,2161,4279,2742,5709,2581,4765,5724,4551,3945,-0.0869264228700279,8.6698248939655,0.801049983816116,0.982695249650291
"6916","GB41439",185,118,286,334,214,383,337,400,408,352,647,534,-0.0574062055106319,5.38340745885647,0.804311464506642,0.982695249650291
"6917","GB41667",310,163,539,542,859,485,1011,611,874,656,645,819,0.0751886797710352,6.25745834118604,0.800778817693005,0.982695249650291
"6918","GB41762",168,104,376,365,396,358,511,317,436,458,428,297,0.063832582891264,5.43904155524817,0.80432351740023,0.982695249650291
"6919","GB42317",19,38,53,39,67,86,75,61,200,159,152,89,-0.0861488943872712,3.33034014439464,0.804069160244555,0.982695249650291
"6920","GB43277",29,21,35,60,41,35,36,49,85,63,108,55,-0.0882616507746689,2.65654389497115,0.803033843459432,0.982695249650291
"6921","GB43305",314,156,440,630,503,552,527,646,1025,726,857,725,-0.0560332163925082,6.12148297242733,0.802643440366584,0.982695249650291
"6922","GB44540",24,20,42,69,61,57,72,70,109,94,73,73,-0.0593572679696576,2.95217613761066,0.804932294992668,0.982695249650291
"6923","GB44575",95,84,128,189,202,217,354,341,507,457,463,403,-0.0507619964598687,5.02270766827436,0.801965699743448,0.982695249650291
"6924","GB44672",89,35,143,191,102,121,127,158,129,127,169,154,0.0624886972013254,4.01180136613037,0.803313148441709,0.982695249650291
"6925","GB44889",8,7,19,46,18,20,22,49,87,42,56,47,-0.0567860313075027,2.03144600162726,0.800809788630667,0.982695249650291
"6926","GB44909",196,103,302,357,321,369,446,517,786,598,695,658,-0.0510944479597251,5.67008993592448,0.800824852339006,0.982695249650291
"6927","GB44943",88,75,127,147,160,171,136,217,343,265,336,251,-0.0593461611763315,4.50933236874567,0.803729482781439,0.982695249650291
"6928","GB45193",325,220,452,344,158,758,485,440,264,445,752,773,0.08208961838419,5.83623656308041,0.799729712951571,0.982695249650291
"6929","GB45389",247,201,370,532,494,438,419,548,953,577,754,821,-0.0589214905977268,5.9768648439152,0.80378330794422,0.982695249650291
"6930","GB45827",108,90,171,183,165,205,275,245,395,382,396,437,-0.0577970169624295,4.89419763667087,0.801755876480552,0.982695249650291
"6931","GB48240",16,45,45,70,71,78,85,98,98,61,104,96,0.0731112442788523,3.18129707707067,0.801828120633863,0.982695249650291
"6932","GB48431",88,55,185,208,114,213,194,192,386,349,322,231,-0.0559383268621971,4.6155836393252,0.804045299251839,0.982695249650291
"6933","GB48932",282,155,385,393,338,609,550,665,796,866,974,673,-0.057346081621627,6.01496680581351,0.804814082373056,0.982695249650291
"6934","GB49027",487,240,485,945,598,709,460,636,660,755,824,422,-0.0651845275736469,6.26185882813483,0.801860955349883,0.982695249650291
"6935","GB49219",274,3,3,219,7,246,371,128,8,297,78,162,0.21189613460629,4.29067881509209,0.804727479035836,0.982695249650291
"6936","GB49894",651,327,908,1153,633,901,949,1132,1364,1321,2068,1642,-0.0687557455002766,7.00291787916019,0.802210779710189,0.982695249650291
"6937","GB49956",329,252,368,503,324,535,472,468,603,627,1037,491,0.0590154237347043,5.95041369741473,0.802841570085281,0.982695249650291
"6938","GB50091",125,213,184,137,330,155,380,236,714,591,806,450,0.0819305214315813,5.4053097508584,0.804747827213253,0.982695249650291
"6939","GB50103",198,112,310,400,293,317,330,311,215,317,376,249,0.0566345946351521,5.20231661073416,0.804348695494753,0.982695249650291
"6940","GB50218",92,10,166,148,747,141,880,127,177,255,350,62,-0.15358038438414,5.0411556432721,0.803686925870578,0.982695249650291
"6941","GB50231",60,43,79,174,87,112,111,145,225,149,220,128,-0.0608864432515384,3.92237523630867,0.800710646908851,0.982695249650291
"6942","GB50978",60,47,80,127,107,110,117,136,159,147,141,109,0.0564989805969151,3.79698702676168,0.799521718126499,0.982695249650291
"6943","GB51059",5052,2011,6056,5724,7956,7713,12175,10641,23609,13118,22520,11007,0.077365550725514,10.1972974211826,0.800523885882634,0.982695249650291
"6944","GB51391",14,22,23,26,42,32,25,61,127,45,61,100,0.0885707838481781,2.51377089604479,0.805052267225606,0.982695249650291
"6945","GB51516",46,17,96,94,65,118,240,125,135,204,190,207,-0.0652428886148762,3.88678313074225,0.800664195993793,0.982695249650291
"6946","GB51598",752,373,1778,1984,1505,1789,2097,1726,1413,1396,1631,1286,0.0780189644811134,7.52324921851472,0.803489184353132,0.982695249650291
