"","ID","NP.1","NP.3","NP.4","NP.5","NP.6","NS.3","NP.2","NS.1","NS.2","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"6785","GB48555",28,9,80,57,95,58,68,61,149,118,79,199,-0.185403550393626,3.28104686414973,0.581184762905285,0.72765874147095
"6786","GB42382",57,26,104,107,107,106,130,152,174,143,160,115,0.134929093866997,3.7903318897439,0.581573216780163,0.728037794952474
"6787","GB40866",12138,6703,29821,27031,21645,41325,23974,27892,52733,38918,44057,33244,-0.1686755357855,11.76091743152,0.582140273355377,0.728266484810135
"6788","GB48310",5,4,22,39,279,38,280,97,396,88,100,89,0.361053808884045,3.74730387460197,0.582126953167388,0.728266484810135
"6789","GB51183",10,13,20,20,21,24,14,34,76,21,27,40,-0.22567212376225,1.7440227772948,0.582184543654576,0.728266484810135
"6790","GB54545",46,46,59,81,63,89,101,128,127,119,103,103,0.131864167385291,3.47344296628396,0.581883258518725,0.728266484810135
"6791","GB55916",33,26,73,91,76,85,91,88,201,140,123,129,-0.130518694499878,3.49588838067263,0.581928305016816,0.728266484810135
"6792","GB50699",118,54,139,219,159,262,203,298,283,222,423,237,-0.122276537655138,4.68219347806453,0.582339716618637,0.728353341088829
"6793","GB45404",47,54,102,116,146,126,80,142,333,205,159,180,-0.152735553340637,4.05638127145812,0.582789211398557,0.728808236542138
"6794","GB43622",86,68,167,150,142,177,142,157,274,219,236,232,0.115390944609697,4.38265184300304,0.583237420972768,0.729261391104455
"6795","GB45371",7,14,24,19,17,41,18,22,40,39,32,38,-0.21335876801165,1.74073123971246,0.58343539871405,0.729401576464438
"6796","GB50687",20,10,30,44,35,47,177,91,62,56,100,81,0.211945444599819,2.89759620081589,0.583567242044409,0.729459052555511
"6797","GB42529",19,13,67,83,107,61,116,84,192,162,188,94,-0.161620747687661,3.47789464119312,0.583905187154084,0.729496275518946
"6798","GB42800",68,7,29,66,14,137,24,71,36,42,105,49,-0.2498896817655,2.778356390052,0.58387771045041,0.729496275518946
"6799","GB48337",73,38,91,123,136,126,149,215,237,203,232,177,-0.117620161030777,4.13983176069114,0.583762474625042,0.729496275518946
"6800","GB54303",97,324,132,278,205,342,174,702,987,313,252,594,-0.23499763454566,5.50005375329807,0.583940514835649,0.729496275518946
"6801","GB49481",106,49,105,175,126,135,126,193,234,168,234,204,0.116537320055945,4.22916283695474,0.584362759524173,0.729809121164048
"6802","GB52805",35,28,87,83,88,108,76,93,106,133,112,83,0.14103918291631,3.41000090017448,0.584309037283543,0.729809121164048
"6803","GB44044",36,41,53,84,45,70,67,100,105,92,86,102,0.132659659324671,3.20643206282601,0.584811155072779,0.730067668969722
"6804","GB44554",20,18,39,58,53,51,61,66,106,89,96,83,-0.134155894767241,2.87278440452459,0.584827602982808,0.730067668969722
"6805","GB55937",18,29,21,27,24,43,31,45,68,65,84,47,-0.214177272616492,2.38706816524734,0.584659247806685,0.730067668969722
"6806","GB43362",167,61,121,183,30,347,164,240,107,176,195,460,-0.228169192770764,4.5447242993233,0.585167134404629,0.730384191414535
"6807","GB42175",566,213,631,1059,617,955,840,927,1373,1245,1751,1518,-0.147295340568464,6.81416280275369,0.585753885606616,0.730922970671736
"6808","GB46147",35,42,119,114,119,103,115,114,193,150,179,154,0.135825803280121,3.84684634763159,0.585856916692626,0.730922970671736
"6809","GB51372",539,370,617,759,669,1145,1176,1145,1171,1150,1183,932,0.148044333122223,6.79615706365622,0.585852277263105,0.730922970671736
"6810","GB40596",84,72,246,280,199,267,236,240,352,342,307,270,0.12626393926492,4.85249716570306,0.586176678434417,0.731214520308425
"6811","GB51787",10112,3310,12964,16769,10761,12197,13329,17698,29648,12210,23432,13932,0.168553812341713,10.7569785649044,0.586535400223923,0.731554577140248
"6812","GB46615",75,48,121,126,147,116,167,221,349,202,248,231,-0.119508831332349,4.3138552738544,0.587038946257754,0.732075139233649
"6813","GB44515",57,51,87,134,97,135,137,157,242,226,215,147,-0.12568244634179,4.05295013760394,0.587135903067164,0.732088580149062
"6814","GB55220",1061,261,1271,1495,1055,1640,1612,1443,1414,1834,1914,2121,0.164009839443723,7.42654296220291,0.588335073778059,0.733476144958117
"6815","GB50090",91,104,94,114,146,123,324,283,350,341,324,415,-0.150531120291605,4.73243135608556,0.588447906587142,0.733509166024617
"6816","GB49612",135,112,245,271,230,233,275,289,550,359,375,379,0.111613214889882,5.10801781985806,0.588756299411899,0.733785910138509
"6817","GB45188",14,13,24,30,26,19,24,47,34,33,25,53,0.176931859366543,1.89066491934885,0.588984687736207,0.733962875505219
"6818","GB53632",51,74,38,50,302,93,478,94,544,176,177,405,0.262241382720896,4.59048509016028,0.589360272375546,0.734323190646855
"6819","GB41689",21,29,21,49,34,36,20,62,82,32,43,53,0.160372111521673,2.37713560689755,0.58967870537891,0.734612201524247
"6820","GB52275",108,38,117,103,88,142,193,168,121,278,271,311,-0.151472891149383,4.26222778997408,0.590117929760733,0.735022862849961
"6821","GB55015",244,192,288,319,350,414,792,651,879,668,786,980,-0.133739480634188,5.99259675422049,0.590181394643859,0.735022862849961
"6822","GB49039",14,18,30,47,30,35,31,42,66,47,53,39,0.148539442641819,2.24623598821478,0.590439412115977,0.735236412478045
"6823","GB55704",86,53,81,116,97,135,188,219,221,227,244,192,-0.122881270281139,4.20245471091793,0.59071507849159,0.735471873338129
"6824","GB45197",44,49,65,69,90,58,97,112,187,122,123,126,0.135260672802432,3.54600217082905,0.591252037000139,0.736032540198737
"6825","GB47349",42,33,113,121,114,169,249,254,195,228,236,141,-0.134554055000487,4.19854145881596,0.591354757317043,0.736052551415133
"6826","GB53717",31,19,50,71,44,78,62,96,117,65,84,99,-0.133169341263372,3.03433292066208,0.591496962626882,0.736121696090735
"6827","GB50272",1572,451,1625,2487,1035,2959,2884,3563,2067,2660,4719,3505,-0.176814731941944,8.16040961323435,0.591712732530174,0.736282358699843
"6828","GB51772",51,18,23,46,58,28,70,111,185,71,101,86,-0.182645126641158,3.05256714731893,0.591918913220532,0.736431043908673
"6829","GB50929",586,278,804,1201,705,1103,910,1246,1167,940,1508,1199,0.141661329893079,6.86966509435862,0.592493741478851,0.737038268247597
"6830","GB43230",145,38,80,155,91,105,127,191,248,86,204,245,0.158940190205938,4.12499249818224,0.592927294126228,0.737145816420651
"6831","GB47389",236,178,526,637,383,660,501,586,658,729,838,492,0.127003224086715,6.01173622730004,0.592874417939934,0.737145816420651
"6832","GB48536",414,200,574,825,580,1117,756,928,1165,959,1340,928,-0.135977580754966,6.57840399561849,0.592900713732767,0.737145816420651
"6833","GB54611",3538,1405,7405,6336,12544,5121,12756,5922,18581,14039,10054,12632,0.198333736630813,10.0461978700784,0.592679710227802,0.737145816420651
"6834","GB47037",70,80,31,53,72,43,155,134,185,108,150,220,0.197055516174833,3.76783469284505,0.593094444357711,0.737245727951237
"6835","GB44697",12,20,38,66,35,29,13,68,117,24,48,122,-0.238283809562628,2.56291639607357,0.593705076146308,0.737872897422905
"6836","GB54985",93,52,147,180,167,198,195,228,339,299,336,216,-0.109867740462827,4.57571385066401,0.593772704741963,0.737872897422905
"6837","GB42460",8,80,370,10,6,10,33,51,1531,150,15,14,-0.536266191790315,4.30908669209184,0.594100663164211,0.738064512076626
"6838","GB53700",199,122,412,429,323,484,516,577,613,693,765,662,-0.116375512942588,5.8147626810451,0.594032272094867,0.738064512076626
"6839","GB41296",53,9,37,64,24,42,11,75,120,17,16,43,0.262951088144585,2.45034215516715,0.594203344981393,0.738084137390984
"6840","GB46569",1918,1050,4101,5375,3287,4719,3172,4168,6084,5183,5483,3907,0.152364726913588,8.91144908841112,0.594698322080753,0.738521786221732
"6841","GB55306",89,41,180,112,176,99,246,152,421,262,287,173,0.150295803007831,4.440874006405,0.594735642702312,0.738521786221732
"6842","GB55629",337,49,347,372,335,625,769,645,298,970,1274,425,-0.193146545296872,5.94627070176879,0.594816487501953,0.738521786221732
"6843","GB40694",50,65,48,58,102,92,142,189,213,166,166,184,-0.164571439327134,3.88831268488933,0.595420123905887,0.739163225570731
"6844","GB46119",332,115,348,436,269,600,331,433,716,616,925,434,-0.134175390823624,5.76942507596736,0.595989809306565,0.73955046865737
"6845","GB49637",388,262,612,834,591,651,759,807,1146,1030,1228,881,0.128934444652291,6.51147285685808,0.596164468931035,0.73955046865737
"6846","GB50303",856,398,1313,1220,1288,1555,1486,1715,2346,2349,3210,2034,-0.144790778526782,7.57363845970673,0.595956493224231,0.73955046865737
"6847","GB51467",641,232,1389,2412,1817,468,2448,2293,2414,1232,1464,4679,0.225242975915758,7.68752384331661,0.596015924958699,0.73955046865737
"6848","GB53754",717,477,1118,1691,1154,1255,1589,1547,1887,1872,2679,1742,0.141897121150655,7.45155800164918,0.596167346599843,0.73955046865737
"6849","GB46450",237,122,327,409,347,398,379,527,789,554,623,700,-0.114831071478966,5.72009304722583,0.59647975781919,0.739829981409552
"6850","GB44524",105,44,198,180,135,176,199,237,228,253,290,210,0.12403806806319,4.49649503033144,0.597025928957698,0.740291237263997
"6851","GB54590",4224,1797,7779,9059,7663,10765,8632,10164,14307,12330,15399,12401,-0.1545047670218,10.0994654390719,0.596975751755651,0.740291237263997
"6852","GB53911",4953,2021,20248,20191,12338,54004,129219,85771,17634,86387,47751,25322,-0.288651513480408,12.1911782330206,0.597176272636654,0.740369590783476
"6853","GB55203",4,8,163,128,662,58,429,21,1380,144,62,170,0.432055363425484,4.87332797586422,0.597313894574381,0.740432151526246
"6854","GB45314",70,50,117,72,122,103,130,170,214,256,221,199,-0.136190299812642,4.09586742929713,0.597804051410577,0.740621422202038
"6855","GB48150",806,592,1199,1567,1418,1690,1812,2036,1969,1906,2541,1892,0.141528996914904,7.61027432838004,0.597724199689097,0.740621422202038
"6856","GB49275",309,123,404,321,533,368,797,535,1199,587,820,583,0.143837282167536,5.99585330752422,0.597815313954017,0.740621422202038
"6857","GB55281",84,46,118,143,134,115,165,191,230,209,244,172,0.111781417184683,4.20791039076648,0.597800002911038,0.740621422202038
"6858","GB54112",337,176,641,717,447,683,749,883,731,805,1043,708,0.133738919870588,6.30240800126065,0.598026608104717,0.740775158333271
"6859","GB44914",55,46,75,134,92,97,118,173,179,118,133,162,0.123681850721716,3.81357959398451,0.598385376688948,0.741111499485729
"6860","GB42814",314,131,434,498,387,485,355,557,698,588,590,617,0.117268782300289,5.83381947710554,0.598494494299491,0.741138590244049
"6861","GB47630",133,99,269,405,278,368,331,459,514,487,676,381,-0.112700342590453,5.41014715032845,0.598694178341782,0.741277808630439
"6862","GB47462",1149,515,1968,1827,1599,2566,3371,2352,2697,2951,2669,2601,0.155774438551072,8.03092547339033,0.600003552625802,0.742790757731884
"6863","GB41171",26,16,49,61,35,65,50,54,96,69,122,67,-0.136435121121776,2.81899880909956,0.600246632611954,0.742960606260889
"6864","GB41695",43,18,45,39,58,64,184,87,91,140,247,127,-0.15579958249342,3.44959847901999,0.600381934811137,0.742960606260889
"6865","GB45170",822,167,418,875,589,872,706,827,540,1157,1899,496,0.186113592854298,6.56920905013672,0.600403126778223,0.742960606260889
"6866","GB55325",1704,462,1630,2019,1474,2215,1746,2520,5180,2159,4547,2415,-0.161260851859677,8.06525316025581,0.601306032619398,0.743969523318058
"6867","GB52781",13,10,45,42,41,39,34,25,125,61,59,70,-0.172989130068424,2.47141480491737,0.602067688785562,0.744803409965538
"6868","GB45228",123,86,166,222,186,241,176,206,356,295,304,253,0.104468801420307,4.73068875450259,0.602375596804248,0.744967345298018
"6869","GB46263",534,291,942,1288,758,1337,979,1191,1868,1659,1859,1397,-0.139295533679081,7.08983273587173,0.602343527162806,0.744967345298018
"6870","GB51237",654,764,940,1580,686,1430,1197,1758,1892,1137,2359,1491,0.155637403370249,7.34810157997393,0.602472080631721,0.744978213241117
"6871","GB46542",81,53,123,186,123,183,215,247,272,223,289,268,-0.106144190501203,4.46755613089825,0.602985780390511,0.745396420898922
"6872","GB51885",17,14,26,28,31,38,23,46,63,48,55,41,-0.165628389652551,2.15864429296832,0.602918936085032,0.745396420898922
"6873","GB44910",153,126,229,259,252,347,277,361,436,440,604,432,-0.113107023590717,5.27807773039948,0.603459635062608,0.745873650495687
"6874","GB53239",102,80,203,268,179,264,151,265,433,343,398,251,-0.117311200740519,4.84799368852836,0.603993294955562,0.746424649497745
"6875","GB50150",190,299,313,474,464,326,684,1038,1519,612,576,1116,-0.163371346819864,6.20672076593145,0.604333125672772,0.746593456121071
"6876","GB51174",6819,2077,14970,13128,29413,7019,25442,8249,56068,27666,22508,17502,0.230926165841661,11.0734009519133,0.60439354888106,0.746593456121071
"6877","GB51444",16,13,60,63,49,74,61,47,82,86,57,47,0.173010395259528,2.75153150989139,0.604245371761014,0.746593456121071
"6878","GB52246",358,334,447,503,525,641,789,904,1352,991,1154,1200,-0.136222056153566,6.49893020933407,0.604620832177553,0.746765625086989
"6879","GB54144",3,4,11,16,22,14,181,65,110,90,83,56,-0.17073904249931,2.60030556799243,0.605013283032164,0.747141712364912
"6880","GB47341",99,72,155,167,125,168,175,216,315,250,248,172,0.108509347061997,4.45226004468367,0.605443366280198,0.747564156475332
"6881","GB41220",54,16,76,92,115,106,205,88,206,199,337,136,-0.145675524224104,3.93288645834875,0.605646925451071,0.74770682047767
"6882","GB45637",100,49,164,283,176,207,199,271,379,254,420,314,-0.110072504649566,4.75551313864339,0.606043858049874,0.748088139223144
"6883","GB40935",42,20,56,94,52,74,74,96,149,113,131,97,-0.119018703668764,3.29483587744569,0.606565303930295,0.748623021485959
"6884","GB48450",150,90,267,232,228,278,413,374,515,468,513,512,-0.106876649558517,5.29125626161114,0.607203953636084,0.749148134512626
"6885","GB49083",232,137,488,543,479,560,484,514,738,691,815,512,0.119160434239125,5.93954027947039,0.607255333049316,0.749148134512626
"6886","GB53116",10762,3395,6284,12779,9912,6234,30590,25608,20731,18952,22944,18703,0.182960532391798,10.8285631313511,0.607083308854227,0.749148134512626
"6887","GB47493",99,49,28,28,46,154,98,100,94,100,95,282,-0.233857052543458,3.63492189633369,0.607418279259518,0.749240348818005
"6888","GB42036",191,62,269,365,261,423,378,406,377,367,487,307,0.127138412337592,5.28156179404533,0.607524931277005,0.749263108478246
"6889","GB53133",289,176,418,483,476,534,614,676,1124,719,908,899,-0.116396932605009,6.14570341719451,0.607890873185454,0.749605598448314
"6890","GB43338",212,129,358,285,397,311,397,363,677,780,763,722,-0.126727538104363,5.70675169663199,0.608930163469162,0.750669240846108
"6891","GB53716",17,16,23,25,22,67,59,51,45,48,73,40,-0.17660382940534,2.3343779563623,0.608916044009549,0.750669240846108
"6892","GB50833",14,11,29,42,28,40,29,43,65,41,67,48,-0.137811046164392,2.21494831091015,0.609046109769794,0.750703235997446
"6893","GB48145",518,291,474,630,680,676,844,910,904,833,1264,1252,0.134393619365119,6.55294666235663,0.609301215774134,0.750908723052556
"6894","GB43904",116,92,108,116,131,194,276,249,314,356,288,330,-0.132763082340954,4.68142843347055,0.609764966192858,0.751371248594187
"6895","GB44177",77,37,141,159,164,177,167,211,279,252,272,220,-0.107058877304763,4.39177571025028,0.610181843047375,0.751666873069527
"6896","GB49032",14,10,25,26,20,30,18,26,38,37,29,26,0.14818834852167,1.70582701097005,0.610100213771196,0.751666873069527
"6897","GB50275",35,20,49,84,52,72,52,60,92,79,84,89,0.131792828538441,2.98226158124145,0.610335641907073,0.751747321734172
"6898","GB40057",308,247,357,434,496,554,882,684,869,782,1023,675,0.126883807165702,6.19193056168989,0.610481061328134,0.751817427657655
"6899","GB46220",22,13,54,72,39,40,53,70,103,65,75,52,0.146349699356189,2.72868232273032,0.611101180275969,0.752472028764221
"6900","GB43708",7542,3617,13051,14538,11127,13335,16397,20433,13872,13983,23547,18347,0.15295309544145,10.7213844630776,0.611783762476851,0.752985085807135
"6901","GB50508",3832,538,4872,2700,4389,3951,4740,7389,5466,9589,5936,9946,-0.190845951643565,9.26663151675089,0.611742692504222,0.752985085807135
"6902","GB53828",84,72,126,173,145,166,234,262,283,215,254,213,0.110328371536537,4.48553968864959,0.611714741178884,0.752985085807135
"6903","GB54255",143,85,212,421,275,379,358,470,548,428,566,391,-0.108383438169667,5.36779363040778,0.612246688889191,0.753445693483076
"6904","GB45035",26,46,28,46,65,28,35,104,138,41,46,94,0.188086315628988,2.89408476251137,0.612869726250162,0.754088377348072
"6905","GB45567",378,188,685,723,646,723,729,723,1108,954,1143,808,0.125338737773407,6.4443488294388,0.612959994812758,0.754088377348072
"6906","GB47187",52,35,105,117,101,141,102,138,235,183,178,122,-0.114559972525485,3.89493466878759,0.613212773480928,0.754088377348072
"6907","GB49165",266,192,387,533,347,538,536,668,664,579,789,547,0.112706146840072,5.92921039561208,0.613122753897382,0.754088377348072
"6908","GB51913",51,21,57,93,42,96,61,90,132,92,165,77,-0.132985345963601,3.27876901414367,0.613178029203685,0.754088377348072
"6909","GB51916",10,13,22,26,24,12,15,33,60,53,50,35,-0.194088556360624,1.85930715647309,0.613391466120491,0.754198944086491
"6910","GB54845",15,14,37,49,35,42,58,36,94,88,94,57,-0.138138999486438,2.60679371844863,0.613603931066511,0.754350997743851
"6911","GB43591",13,7,23,18,48,39,74,32,89,68,46,77,-0.161092307806713,2.40272483303534,0.61411239735492,0.754540771711112
"6912","GB47791",74,43,110,231,124,168,187,226,215,311,291,220,-0.1139794646509,4.41711753550703,0.61420240569539,0.754540771711112
"6913","GB49347",464,99,836,1369,500,1537,860,953,1474,1498,1506,631,-0.178629946903782,6.80793049796566,0.614075838442734,0.754540771711112
"6914","GB50789",210,89,354,346,401,365,462,397,569,543,644,508,0.117569146736569,5.58911821904007,0.614008224328457,0.754540771711112
"6915","GB53440",714,159,384,865,183,1202,451,931,407,683,1722,856,-0.202430655756653,6.42104044627662,0.614148152203671,0.754540771711112
"6916","GB55787",105,69,107,129,142,152,206,241,314,211,275,348,-0.120128072060988,4.50669436466702,0.614776921082512,0.755137354626364
"6917","GB41942",92,42,135,132,155,151,233,189,254,251,258,184,0.118645260260023,4.36588558242034,0.614889960728149,0.755167011187744
"6918","GB55810",66,19,123,113,109,166,166,249,156,173,207,142,-0.130534491324138,4.05407869099569,0.615052308547675,0.755257207446154
"6919","GB41297",39,63,393,380,389,193,47,255,1369,77,246,775,-0.282673188801667,5.26849539752192,0.61525049427615,0.7553913786495
"6920","GB47574",486,171,670,711,452,843,876,1042,544,924,1243,658,0.14796475519572,6.44244919257285,0.615876542983244,0.756050756162234
"6921","GB42900",560,168,717,1799,1597,1006,1190,1045,4692,1777,1677,1783,-0.186160696855232,7.35901106991167,0.616293229262078,0.756195491010924
"6922","GB45114",1075,374,1106,1267,1794,1575,1766,1961,1980,2117,2369,1858,0.144383221149889,7.58922744306475,0.616368104924728,0.756195491010924
"6923","GB45128",402,206,612,749,527,1004,726,950,958,1192,1166,904,-0.127937527567359,6.53145516498168,0.616439526221383,0.756195491010924
"6924","GB49397",582,681,356,506,507,546,706,1288,1464,970,928,1265,0.181358196861291,6.71356826044398,0.616304352685561,0.756195491010924
"6925","GB54159",24,59,55,77,70,57,36,105,143,51,70,151,0.173683584740522,3.25619602664083,0.616369056215157,0.756195491010924
"6926","GB40483",56,42,110,149,85,108,120,131,201,135,174,187,0.11320745836795,3.90788009647311,0.616592446158356,0.756224627730632
"6927","GB51662",125,61,187,280,187,185,219,281,361,280,342,305,0.107921199699877,4.79845562538399,0.616641317985884,0.756224627730632
"6928","GB47436",174,90,289,352,151,284,375,395,403,364,472,414,0.116139364761446,5.2270050483337,0.616859656116945,0.756274033585431
"6929","GB49876",155,55,269,658,101,341,175,557,790,472,295,239,-0.183543876832141,5.28822217650669,0.616824937021425,0.756274033585431
"6930","GB55533",582,291,693,859,730,980,807,1071,1116,940,1456,1066,0.127558042211432,6.74259627377672,0.617138080317243,0.756506203794369
"6931","GB48448",115,54,268,226,166,285,154,181,252,352,314,200,0.127151289101369,4.7026229297943,0.617279300268365,0.756570142227639
"6932","GB43855",402,277,693,914,818,1222,1228,1190,1463,1557,1697,1111,-0.133305685780141,6.92576990631854,0.617639531516647,0.756833978506203
"6933","GB49692",59,39,71,81,56,69,83,110,129,89,118,161,0.122019247521321,3.46101526843922,0.61767274549541,0.756833978506203
"6934","GB48387",18,11,18,21,19,22,78,49,59,35,52,44,0.163999516623263,2.13257643180178,0.617858918087728,0.756952914501767
"6935","GB43124",63,23,101,113,87,122,85,118,141,136,155,95,0.124120663467614,3.65326726518263,0.618487248327679,0.757395008583484
"6936","GB45937",1620,1130,1334,2374,2237,1738,2494,3111,7001,3416,5748,3690,-0.151979700086183,8.42114295814109,0.618335118240977,0.757395008583484
"6937","GB46684",610,310,824,1050,829,986,1002,1201,1464,1217,1737,1076,0.128008354556473,6.93734887853503,0.618459542439665,0.757395008583484
"6938","GB42454",77,46,104,112,140,135,156,151,232,203,216,137,0.111587440768506,4.10381268605653,0.618918508518531,0.757704673564623
"6939","GB48010",14,38,33,21,27,33,57,41,84,63,89,41,0.163052231028003,2.51593096714284,0.618896589862917,0.757704673564623
"6940","GB47029",395,234,323,505,235,432,527,639,460,537,1022,796,0.139284540905576,5.96608144672285,0.619200199439408,0.757940301763368
"6941","GB41182",43,38,321,420,267,177,32,214,959,85,206,723,-0.27115650524322,4.99740207695008,0.619415767134204,0.758094934707544
"6942","GB48103",191,94,275,326,262,294,243,357,413,418,542,348,0.103482539889577,5.23680110371016,0.620002256507724,0.758703423945997
"6943","GB45137",179,128,314,391,340,277,274,503,735,358,391,502,0.116489576686457,5.45527275628374,0.620103149709733,0.758717594236524
"6944","GB52675",666,288,1195,1349,933,1510,1135,1372,1594,1427,1620,1242,0.1345219799341,7.16487330918862,0.620348101853802,0.758907996147472
"6945","GB52473",45,38,60,69,60,97,79,99,102,92,102,107,0.111448600231837,3.31696294734503,0.620659063345771,0.759179084682841
"6946","GB40454",262,180,350,436,384,504,487,568,632,617,789,469,0.106463756433636,5.83951069307182,0.620992259752088,0.759477288596888
"6947","GB50655",99,46,232,190,257,112,290,245,316,560,395,518,-0.141719133045961,4.9569999358243,0.621463923214266,0.759879155647619
"6948","GB52339",48,29,113,123,67,104,105,133,197,164,196,142,-0.110423736553356,3.79229488535775,0.621499749669177,0.759879155647619
"6949","GB52826",140,94,235,260,249,285,399,379,403,341,562,308,0.108505005531174,5.17713761558819,0.621633720183243,0.759893264795161
"6950","GB53240",23,18,51,64,53,38,57,89,147,95,75,85,-0.132873421312216,2.96676328207641,0.621690193093157,0.759893264795161
"6951","GB50262",126,40,82,130,79,210,188,171,210,142,435,154,-0.146878960829308,4.26848475421454,0.621856237063465,0.759950620765461
"6952","GB51495",158,73,204,270,238,262,319,329,367,347,458,325,0.103603629282123,5.05630863522831,0.621916034792406,0.759950620765461
"6953","GB47814",81,45,86,136,56,168,74,173,144,161,207,120,-0.136377898755904,3.8852147141879,0.622245312783876,0.760243626074935
"6954","GB43942",277,105,409,483,275,420,375,539,596,542,578,490,0.113512701306616,5.67050125925138,0.622380493092922,0.760299437564621
"6955","GB44005",74,85,179,249,219,227,289,255,511,350,465,320,-0.109618309735552,4.94855655821473,0.623201786056932,0.761083837342386
"6956","GB54692",209,111,298,463,187,547,334,410,508,452,672,482,-0.116674014524367,5.5257694251645,0.62319824538583,0.761083837342386
"6957","GB44744",42,25,77,83,73,50,119,133,108,104,153,133,0.131441424964347,3.45896627085251,0.623633200798723,0.761494527136547
"6958","GB49227",51,79,88,117,128,110,38,188,398,102,120,262,-0.193457459267694,4.07118226190026,0.623717353715844,0.761494527136547
"6959","GB44650",297,159,414,484,424,569,478,615,719,773,964,787,-0.110271177955453,6.03415136138788,0.623980479495165,0.761706304542524
"6960","GB41604",993,386,1663,1549,1434,1712,2284,2683,2645,2583,3836,2584,-0.136814798204138,7.86170129190451,0.62422256716254,0.761892343110026
"6961","GB42261",123,45,405,339,338,380,632,473,680,703,768,418,-0.138605310746926,5.63043105436441,0.624698245072246,0.762363394898539
"6962","GB43889",82,49,137,143,180,197,237,196,332,310,322,225,-0.106637895218994,4.54661939450019,0.625062989483979,0.762698950828268
"6963","GB47427",119,48,150,165,142,176,142,255,286,255,332,217,-0.107984192805425,4.4947809837781,0.625815967360508,0.763508063008404
"6964","GB40437",63,50,106,111,80,122,106,122,151,152,223,125,0.10758551133037,3.84901764622604,0.626047790490664,0.763571909034761
"6965","GB45464",13,9,16,33,22,27,14,18,18,30,46,35,0.158238583106015,1.6126685911358,0.626048069032032,0.763571909034761
"6966","GB43264",108,99,178,219,162,223,197,273,432,319,351,354,-0.108569699473115,4.85027198916371,0.626157589356416,0.763580730169109
"6967","GB45041",124,73,191,240,148,225,193,240,322,263,313,281,0.0983345659001577,4.71867465186851,0.626235073229922,0.763580730169109
"6968","GB42564",136,211,133,153,186,215,220,329,420,312,379,365,0.138564548595328,5.02037148961063,0.627291854716915,0.764649778421609
"6969","GB45377",726,1035,1337,1761,1263,1439,1034,1900,2604,2762,2673,1498,0.149684318211554,7.68660473522757,0.6272702847114,0.764649778421609
"6970","GB48573",279,123,543,591,884,1060,1033,434,642,810,1650,505,0.172216593546632,6.39015112981111,0.628036183578291,0.765447256742838
"6971","GB44412",41,55,50,98,80,73,40,174,233,88,86,167,-0.178891449194413,3.58375090964662,0.628479594432578,0.765877801564303
"6972","GB44222",553,234,637,685,608,890,831,1038,1864,969,1531,929,-0.127249292237506,6.70192357071066,0.628960184772847,0.766314809771988
"6973","GB44647",185,119,176,313,251,301,191,350,640,332,565,399,-0.116497071967739,5.2308722516826,0.6290186190159,0.766314809771988
"6974","GB44029",37,13,58,54,44,34,73,89,94,72,79,86,0.139530422695482,2.89404524095121,0.629277563863407,0.76652034772292
"6975","GB50871",579,208,531,626,1158,716,1074,630,1492,1042,1557,1432,0.148788972257743,6.76002530487091,0.629370195847708,0.76652327078513
"6976","GB50454",122,48,152,206,270,335,532,225,448,348,352,284,0.142700647355068,5.02136244243462,0.629465888312138,0.766529919898453
"6977","GB53312",581,164,587,790,673,741,871,1124,1120,1018,944,933,0.130941963842937,6.57583548499576,0.629713545205652,0.766721594743014
"6978","GB55825",14,14,25,32,25,32,49,54,44,34,54,39,0.143683976523615,2.12929120777846,0.630044223608779,0.767014284831839
"6979","GB43180",143,117,695,549,561,780,894,578,1033,1245,1125,683,-0.15020314763177,6.31111434105903,0.630298767466658,0.767144363263731
"6980","GB49642",255,155,360,393,387,497,441,595,711,738,732,638,-0.104172847186908,5.8633811954134,0.6303316840001,0.767144363263731
"6981","GB43128",244,143,247,327,220,272,317,434,494,377,556,529,0.105637993042707,5.39839630269037,0.630546737942412,0.767296166569373
"6982","GB42112",121,70,165,248,155,274,145,205,259,267,315,198,0.103544820555905,4.62739552304265,0.631191815739563,0.767861159202003
"6983","GB51833",295,151,179,774,1192,714,2217,2097,1595,1417,2745,485,-0.202906055754872,6.9806454706161,0.631169845079073,0.767861159202003
"6984","GB51956",686,904,972,1155,1179,1663,1521,1849,2710,2221,2909,2642,-0.142814871586013,7.66385972158203,0.631384507634085,0.767985594552055
"6985","GB46269",50,27,95,110,97,164,115,142,161,153,198,107,-0.108757297061215,3.81345964918027,0.631790176989526,0.768369012673732
"6986","GB42150",484,691,440,632,1058,790,1574,1744,2180,1630,2567,1946,-0.159230860160972,7.26209596725057,0.631990704155555,0.768440420680721
"6987","GB52423",28,29,57,67,62,44,32,62,104,91,110,72,0.126439230276108,2.96193637093817,0.632029808039576,0.768440420680721
"6988","GB45919",868,116,560,964,400,1616,480,982,664,1290,1821,492,-0.189875882711894,6.68168950001058,0.632364396426015,0.768737199146966
"6989","GB51198",48,137,114,410,205,100,14,313,447,100,238,351,0.238746028440591,4.66081499114014,0.632472149229706,0.768758178238139
"6990","GB44219",9,11,257,229,174,74,6,73,727,15,110,544,-0.364566892659785,4.31881374087048,0.633010015105606,0.769301871004595
