"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"6326","GB51845",129,15,46,158,208,279,326,349,199,676,907,69,0.177536996022916,4.91821199410236,0.715776524237693,1
"6327","GB51847",221,140,418,450,500,411,778,566,859,806,665,657,0.141434770796275,5.98652388437997,0.56977845540981,1
"6328","GB51849",58,23,68,105,62,138,112,195,246,217,293,152,0.14206097593639,3.9492175929124,0.588632863808535,1
"6329","GB51851",62,38,49,101,64,68,111,90,104,94,56,56,0.494324040255263,3.29040800493743,0.100510806636826,1
"6330","GB51852",131,172,210,335,252,202,194,345,659,369,375,529,0.129059425682967,5.246190341027,0.623598166814364,1
"6331","GB51854",24,115,43,72,63,66,77,106,106,99,80,131,0.689626696082285,3.50627331969349,0.0917207847464447,1
"6332","GB51863",31,19,49,73,38,93,82,79,173,130,212,115,-0.0652168141663326,3.35079576698459,0.783082855780551,1
"6333","GB51866",70,46,107,127,128,132,140,195,299,227,240,179,0.154798484016264,4.20186996342179,0.479207901835137,1
"6334","GB51867",42,31,95,139,41,118,85,117,158,173,160,130,-0.100056824778311,3.66584858341047,0.701087100095478,1
"6335","GB51880",30,12,32,54,22,25,32,35,40,32,27,18,0.164573338442751,2.02148513247005,0.611794818062723,1
"6336","GB51883",32,28,50,82,53,86,81,93,116,103,107,79,0.0902175861678114,3.20486331117087,0.71451508442844,1
"6337","GB51884",159,145,233,319,216,319,239,299,356,315,303,216,0.0962372711173057,5.05937259536855,0.640498715822715,1
"6338","GB51885",17,14,26,28,31,38,23,46,63,48,55,41,0.0458463833012244,2.15864429296832,0.891154900596889,1
"6339","GB51889",66,35,168,185,135,169,262,186,292,326,341,182,-0.00197402561141437,4.48988804793797,0.970865312193599,1
"6340","GB51893",65,56,99,134,115,186,127,157,261,194,276,142,-0.026160882011617,4.16362233058562,0.918658236389948,1
"6341","GB51894",111,50,156,194,183,205,247,310,373,335,398,357,0.0138466119335917,4.80311697665801,0.970817720442707,1
"6342","GB51895",41,44,62,77,45,98,98,110,215,139,148,101,0.402753607696191,3.54287207624941,0.119575503617232,1
"6343","GB51899",15,19,19,23,26,20,32,35,29,34,30,26,0.396156519389911,1.80221952417913,0.201743861032257,1
"6344","GB51900",11,16,18,32,20,26,25,32,37,34,43,36,0.00747362836761784,1.83018251709484,0.92286919039236,1
"6345","GB51903",26,19,33,28,42,50,37,48,54,56,41,48,0.118197731355637,2.38613258104041,0.66288471706324,1
"6346","GB51904",97,53,80,102,81,172,143,180,211,202,219,180,0.282237255480968,4.11422600660913,0.229639173960168,1
"6347","GB51905",72,154,46,54,62,63,151,106,79,70,52,85,1.40132526168417,3.69653412238809,0.00437505303349917,1
"6348","GB51910",41,37,65,83,93,95,91,143,212,128,128,167,0.106380623450845,3.6607564755891,0.669120768000279,1
"6349","GB51911",47,33,101,113,85,107,98,112,153,128,151,103,-0.132853622031015,3.64499341426083,0.554783781996536,1
"6350","GB51912",151,94,342,274,366,580,473,424,1002,1016,1029,817,-0.105578499729275,5.89998026475184,0.690717989055726,1
"6351","GB51913",51,21,57,93,42,96,61,90,132,92,165,77,-0.0941353875188146,3.27876901414367,0.733253468825384,1
"6352","GB51916",10,13,22,26,24,12,15,33,60,53,50,35,0.206492414545475,1.85930715647309,0.536770812779117,1
"6353","GB51917",13,23,24,35,28,29,16,49,55,29,37,58,0.00209023913891608,2.09716863209767,0.963318749089744,1
"6354","GB51937",43,16,57,69,87,79,75,104,141,89,144,140,-0.220339792004156,3.35550665633695,0.365181610935229,1
"6355","GB51940",859,372,945,1104,1167,1616,2381,2926,3574,4214,6234,6421,-0.123593000237222,8.11921155380955,0.683715827870122,1
"6356","GB51941",77,103,165,219,185,171,193,233,264,213,243,254,-0.0280800549372956,4.5944288168978,0.927955095322961,1
"6357","GB51943",134,167,178,246,173,211,205,237,367,290,365,299,0.2229086126541,4.92622302181962,0.348353832086416,1
"6358","GB51947",25,7,32,47,44,55,64,77,75,60,160,88,-0.313287528940682,2.80980190129248,0.262518354622209,1
"6359","GB51954",230,142,371,443,367,323,415,503,543,458,475,373,0.0599550336888973,5.5821534098581,0.788223394675723,1
"6360","GB51955",226,200,414,625,367,331,342,501,561,524,489,489,-0.0570585658283819,5.72707865790533,0.81723917553778,1
"6361","GB51956",686,904,972,1155,1179,1663,1521,1849,2710,2221,2909,2642,0.155483770944572,7.66385972158203,0.598010123957043,1
"6362","GB51962",54,52,139,78,142,340,157,289,509,465,557,656,-0.282784302412561,4.93114670587711,0.383668187907038,1
"6363","GB51963",725,3104,667,1783,996,840,983,1055,970,656,807,694,1.2398007102369,7.63028226545527,0.0156450950053335,1
"6364","GB51964",66,51,108,139,109,152,151,169,234,209,204,135,0.137292673041426,4.11384158944936,0.532547730025904,1
"6365","GB51966",160,109,192,198,229,269,254,260,268,283,232,193,0.190201929586495,4.83388360108503,0.4051063001059,1
"6366","GB51967",9,1,14,13,11,19,33,39,52,52,59,74,0.0696926249589413,1.84122376789244,0.95180588799196,1
"6367","GB51968",60,28,89,116,77,118,89,137,181,175,234,180,-0.163397685470849,3.84223677195269,0.467253111371919,1
"6368","GB51973",453,156,564,1043,478,703,628,947,1148,948,1294,1074,-0.168068379901953,6.50910656555782,0.529181305338662,1
"6369","GB51977",49,59,78,152,78,91,114,147,178,143,184,127,0.134468501095446,3.83559242810569,0.559849980231687,1
"6370","GB51978",33,17,45,67,49,47,94,59,61,39,49,44,0.124152961482038,2.71101163588998,0.692760103996828,1
"6371","GB51979",689,360,512,2159,466,1812,1561,1313,1706,1028,2441,1948,-0.260209372651288,7.27452781582678,0.459100657158134,1
"6372","GB51983",88,86,137,170,123,146,150,204,210,180,228,161,0.13185657971131,4.3080292392396,0.536987604770109,1
"6373","GB51984",47,55,104,75,91,103,83,107,152,177,135,92,0.16644030428183,3.67667028623197,0.520941762124504,1
"6374","GB51991",24,15,74,92,37,70,70,69,124,103,117,87,-0.217712642926695,3.11149162502069,0.399574604907437,1
"6375","GB51993",174,56,313,341,230,326,346,335,265,250,262,250,-0.208912745593723,5.03831787430997,0.419309919658351,1
"6376","GB51994",986,653,1393,2049,1179,2237,1609,1785,1666,1642,1599,1463,-0.0726388991780048,7.59510304863549,0.796222996293667,1
"6377","GB51995",38,94,49,193,102,87,29,205,261,154,64,134,0.429178381471646,3.89609927427967,0.309530937643052,1
"6378","GB51996",32,20,53,114,48,106,62,81,183,165,152,134,-0.137492358967901,3.44663266551514,0.601716316560771,1
"6379","GB51997",51,41,115,167,89,91,78,108,141,105,123,74,-0.241089447769261,3.64543514915573,0.346141746705993,1
"6380","GB51998",17,15,23,23,34,86,42,63,170,150,239,161,-0.194358655312488,3.17152616403125,0.578882686576117,1
"6381","GB51999",148,92,343,393,260,442,394,508,549,557,666,422,-0.123255158997567,5.52590360491181,0.575844535959014,1
"6382","GB52002",18,6,10,24,28,23,44,79,131,64,79,106,0.404085357068635,2.4966670517337,0.193991274117643,1
"6383","GB52004",252,84,547,640,485,1017,938,1950,740,1457,1786,1047,-0.00260517975124223,6.64323299527309,0.991104160133933,1
"6384","GB52007",28,14,77,71,67,88,55,64,148,117,171,88,-0.392618737230877,3.24935778632361,0.152865623842022,1
"6385","GB52008",347,208,668,616,479,592,534,671,1197,913,956,566,0.046820093797233,6.26683581398593,0.85261384841339,1
"6386","GB52009",349,282,422,849,481,458,502,656,739,474,537,489,0.0880355421147067,6.06604474529487,0.72268312640461,1
"6387","GB52010",78,64,140,101,147,214,183,248,286,303,348,217,0.103574689666731,4.50656445568604,0.661966497115261,1
"6388","GB52011",32,27,53,51,44,49,62,62,47,45,40,29,0.21045930679435,2.6172554415272,0.476566598723129,1
"6389","GB52012",164,133,246,318,338,294,334,286,381,340,335,260,0.00872982796614499,5.18274308556431,0.961052032507065,1
"6390","GB52013",25,34,78,298,67,104,56,123,350,159,277,127,-0.400767321140178,3.97224638892247,0.291262339084156,1
"6391","GB52014",19,8,27,33,33,57,57,76,132,89,58,108,0.256609271832958,2.72729778764642,0.421549176042175,1
"6392","GB52017",88,42,234,195,223,238,85,183,193,296,90,137,-0.413782244861656,4.40574254319248,0.181777680964701,1
"6393","GB52021",217,445,202,215,365,300,674,464,457,603,692,777,0.649395084895747,5.89084694974424,0.0871822538609932,1
"6394","GB52023",6212,978,2203,3218,1029,9242,2136,3970,2389,4565,2850,4228,0.220266338868152,8.90401593490416,0.626226101859468,1
"6395","GB52025",931,670,671,1087,566,1126,1125,1794,1512,1564,2358,2477,0.253665557500186,7.32578932612687,0.430661210422803,1
"6396","GB52026",121,121,167,340,156,195,178,247,433,232,358,275,0.0299120811476673,4.84795792458957,0.883956207081965,1
"6397","GB52028",1813,1578,1902,3717,2291,2512,2341,3781,6907,2266,3567,3449,0.259436889083221,8.52759197084456,0.408897803226544,1
"6398","GB52029",391,169,588,745,500,652,663,786,764,786,937,740,-0.109882694670076,6.27888343292226,0.649374823034434,1
"6399","GB52030",69,39,99,126,82,119,127,137,193,166,198,200,-0.0336524467363295,3.94896014307244,0.886108488974983,1
"6400","GB52033",153,56,162,200,168,431,137,210,222,389,468,132,-0.258433021307312,4.77226661742553,0.401568984290216,1
"6401","GB52036",123,215,46,1233,213,84,127,306,493,226,287,301,-0.253227342883404,5.2839745958184,0.624214673206261,1
"6402","GB52037",63,57,95,120,102,122,154,202,228,172,309,268,-0.016299892266946,4.1999174997475,0.968916240425422,1
"6403","GB52038",7,3,21,14,16,23,38,23,75,66,142,45,-0.178598431826926,2.10387378000867,0.571096444204601,1
"6404","GB52039",338,702,516,704,860,538,1746,954,2592,1557,3506,1569,0.344893974237002,7.20632010737071,0.345296019310676,1
"6405","GB52043",24,25,42,37,29,39,46,58,81,62,64,46,0.34744556978378,2.54334974666946,0.195596391270175,1
"6406","GB52044",19,14,28,49,43,53,51,70,61,34,56,57,-0.1021897072447,2.47662569425753,0.720106369423668,1
"6407","GB52046",22,7,26,39,24,53,58,104,177,121,217,265,-0.240825244732741,3.26964330149432,0.41680426035602,1
"6408","GB52052",727,645,1309,1207,1233,1734,754,1515,1582,2373,739,1165,0.110788503613041,7.32382505935483,0.734183432268331,1
"6409","GB52056",833,3045,602,674,2640,1082,5805,2225,2054,2371,1908,2260,1.29384186416786,8.26850215219394,0.0232166728319764,1
"6410","GB52057",171,186,260,355,379,328,410,387,425,398,383,257,0.172421958501409,5.39691015162985,0.473958474100751,1
"6411","GB52058",73,58,106,144,88,159,105,208,232,183,272,200,-0.00656389481206734,4.17601483612328,1,1
"6412","GB52059",339,206,527,561,579,927,731,855,1078,1029,1266,857,-0.0588035924640634,6.44419757404261,0.812656538418202,1
"6413","GB52060",81,38,192,219,179,171,239,262,361,303,514,282,-0.228664517582996,4.73642775910507,0.316883281332193,1
"6414","GB52061",92,55,146,132,119,152,137,179,215,183,193,121,0.105469230383038,4.16155718373225,0.629372801729798,1
"6415","GB52070",34,18,53,39,33,40,34,55,39,44,42,49,-0.0143441971432538,2.41812097173924,1,1
"6416","GB52071",275,101,396,438,299,291,445,358,311,277,303,283,-0.0357010080970219,5.35688791371012,0.897838530095955,1
"6417","GB52072",38,27,73,80,79,72,77,65,74,63,76,41,-0.178655618150135,3.06327917067971,0.519515346988914,1
"6418","GB52073",5326,9371,5227,26555,6976,6100,3588,9987,14385,6323,9144,4790,0.146122354456687,10.2795909602599,0.730288566562572,1
"6419","GB52074",1624,659,3147,3675,2102,4484,2955,3976,3786,4527,5048,3993,-0.296703750468794,8.60970492457492,0.319214039583441,1
"6420","GB52075",74,42,115,133,106,158,139,191,254,196,288,228,-0.0817171611629483,4.2201876861421,0.69393325550946,1
"6421","GB52077",5,81,17,39,27,37,29,35,77,64,92,92,0.601060996254264,2.75147899712706,0.243057311882491,1
"6422","GB52078",10,63,36,38,23,52,91,67,200,168,208,179,0.474537430712028,3.43349497280629,0.247209137104509,1
"6423","GB52079",151,82,173,251,246,267,306,370,533,373,445,413,0.105678926206676,5.13126314678692,0.607557392684382,1
"6424","GB52080",191,103,284,400,240,419,317,396,409,327,481,364,-0.183616992006747,5.31993001870691,0.388816696775378,1
"6425","GB52082",40,20,83,66,46,102,53,104,353,180,181,251,0.005525930665385,3.73573123517867,0.99406867950258,1
"6426","GB52084",10,19,20,48,25,22,30,45,107,73,28,36,0.635359877520651,2.23249202084727,0.0853443098505954,1
"6427","GB52085",15,57,64,64,32,90,59,53,134,102,135,61,0.155514621751325,3.1725557406726,0.644626040813081,1
"6428","GB52086",71,32,145,155,134,190,157,233,461,331,455,326,-0.11890039677497,4.6083527404214,0.596779578187878,1
"6429","GB52087",65,42,671,435,138,103,89,80,433,1274,138,42,-0.032493032903883,5.10909955610938,0.95883491977385,1
"6430","GB52090",8,68,7,19,33,24,50,26,28,36,26,29,1.29749179875296,2.19694571437297,0.022447734243984,1
"6431","GB52091",51,42,103,125,91,114,129,126,137,149,140,116,-0.0158814375853231,3.77286227822669,0.959378134408619,1
"6432","GB52093",39,38,25,46,62,33,108,56,83,99,106,90,0.513256402665467,3.04532921925279,0.117635541250326,1
"6433","GB52094",40,64,14,36,53,36,74,36,21,14,20,27,1.02304771055361,2.53909173582158,0.0505078253222571,1
"6434","GB52095",8,11,17,21,22,28,49,51,82,107,81,86,0.367684624390293,2.40797970437412,0.210656571463446,1
"6435","GB52098",180,94,235,204,264,284,290,376,648,548,642,678,0.00883844748262907,5.39358558002279,0.97448707608538,1
"6436","GB52102",5108,3067,5382,12100,5558,5871,8042,8675,6861,4847,7465,7559,-0.00874422503924122,9.75459376501107,0.978672015412216,1
"6437","GB52103",14,10,33,45,19,32,72,74,35,18,81,31,0.0582042943566352,2.25858408988703,0.898893663659821,1
"6438","GB52104",16,75,16,21,20,18,40,43,63,35,33,69,1.27609790937259,2.46165420172211,0.0160723485620431,1
"6439","GB52105",34,40,24,23,43,47,57,57,57,30,80,91,0.281674708607514,2.68351799063849,0.407236328694999,1
"6440","GB52106",10,3,25,27,26,52,36,49,150,171,241,220,-0.453290052637572,3.09343638161467,0.232683261606882,1
"6441","GB52107",5916,2846,6957,10932,7091,12473,12096,13495,12792,10087,15952,13559,-0.0686426239491017,10.2643737297922,0.814776898502952,1
"6442","GB52109",521,1295,327,717,622,659,976,958,939,974,1353,698,1.00995497648521,6.92744763486018,0.0217310419754107,1
"6443","GB52114",84,96,80,96,119,143,202,198,325,384,454,421,0.248999406943159,4.63225753623753,0.365286463488845,1
"6444","GB52115",1121,736,2192,2913,2039,2614,3155,3110,3341,3296,3679,2417,-0.0371833771742267,8.24785675211694,0.894187654238377,1
"6445","GB52116",2225,1727,3830,5539,2891,3389,4800,4871,3138,2918,4366,4045,-0.0565134541948731,8.86974289753738,0.858432636272591,1
"6446","GB52118",446,266,382,836,421,464,533,701,850,507,689,684,0.162128259251483,6.15384073212106,0.525894471452848,1
"6447","GB52120",614,417,847,1080,848,892,1045,1153,953,918,906,856,0.0940336975118937,6.82285143974338,0.730504024449492,1
"6448","GB52121",64,65,90,150,98,111,142,130,144,146,190,140,0.0562380552117882,3.94595920294276,0.779878489846086,1
"6449","GB52144",43,15,40,95,30,249,78,143,227,233,500,327,-0.61910132829851,4.09986634154128,0.133551179064026,1
"6450","GB52146",8,6,4,15,7,29,13,34,40,42,79,52,-0.164374896410065,1.66475085580219,0.690036123973921,1
"6451","GB52152",263,195,341,438,355,368,551,557,622,556,522,682,0.19420069662235,5.80343024137439,0.397407336580329,1
"6452","GB52153",116,91,218,248,188,187,229,224,223,194,206,144,-0.00312334641356713,4.61589903076383,1,1
"6453","GB52154",100,53,170,237,186,198,198,287,375,310,382,272,-0.0759928035533489,4.74058384633757,0.698952823779107,1
"6454","GB52155",8,12,26,32,25,13,67,43,26,15,55,76,-0.170028138552773,2.05652370905268,0.696082025571922,1
"6455","GB52156",16,10,14,29,10,29,18,44,84,49,115,90,-0.171032795668714,2.248470361261,0.643902392368971,1
"6456","GB52157",19,25,54,87,44,97,85,126,354,157,272,268,-0.0773629622635524,3.79668698410237,0.776468921800194,1
"6457","GB52158",271,165,607,465,442,592,815,570,896,1025,900,874,0.00941580121611626,6.21810703843694,0.975198278170396,1
"6458","GB52161",288,273,498,918,374,831,831,611,778,626,912,1173,-0.243274668561874,6.35599286318114,0.390947926847591,1
"6459","GB52164",83,60,96,189,141,160,136,169,234,175,182,169,-0.00799149249686758,4.20515922039763,0.993597470410154,1
"6460","GB52165",54,36,156,149,114,194,152,189,418,374,361,270,-0.0519286762189231,4.50138252218872,0.812928264909444,1
"6461","GB52168",151,81,240,270,271,377,325,329,479,442,486,411,-0.112138786517851,5.24166284842213,0.585765536972546,1
"6462","GB52172",41,131,45,96,73,46,75,200,188,49,118,212,0.694454375882857,3.82684506930754,0.124882776374257,1
"6463","GB52173",37,9,15,67,27,30,39,43,61,54,61,66,0.0607506947075833,2.39323066148874,0.84878181721647,1
"6464","GB52179",169,114,297,255,208,588,325,303,439,490,240,259,0.0407387328992719,5.25726620113087,0.884526200017268,1
"6465","GB52184",20,10,21,97,399,30,1003,72,173,29,423,192,0.244290204032652,4.58706570758663,0.746080557339584,1
"6466","GB52185",314,82,753,1146,729,1511,3185,2845,1231,1709,3222,1708,0.107478126332066,7.383675920246,0.791326887264898,1
"6467","GB52186",383,507,240,3456,4643,3700,8629,14935,7892,3922,28955,2061,-0.075221581398099,9.35196639524111,0.898542524721044,1
"6468","GB52189",41,22,90,86,88,108,144,89,234,161,285,139,-0.140167057814348,3.80175456377721,0.568809650370524,1
"6469","GB52190",219,160,328,423,323,342,345,412,418,431,397,314,0.0564686202358751,5.4470619533279,0.78600037265661,1
"6470","GB52191",368,116,1220,731,2126,472,1021,523,2492,1461,781,895,-0.35290638022321,6.91296948059966,0.430132236304411,1
"6471","GB52192",10,6,26,27,33,43,23,28,44,49,55,34,-0.414135137658212,1.95869789597181,0.150203522970547,1
"6472","GB52195",29,17,53,51,70,85,110,103,280,167,314,184,-0.0347038022834176,3.69471242088078,0.86911356662142,1
"6473","GB52197",78,33,167,161,105,164,166,205,221,177,228,164,-0.120224429978373,4.2182460793937,0.582926530363966,1
"6474","GB52198",30,29,67,55,90,60,78,102,231,125,138,161,0.0759640608463364,3.48414702416029,0.799468105854034,1
"6475","GB52203",70,8,26,30,56,24,36,41,27,69,70,15,0.475223110815235,2.41920666707345,0.289690353848772,1
"6476","GB52205",105,98,161,126,182,134,237,207,197,257,194,227,0.295549317089813,4.50588945352507,0.258541530121488,1
"6477","GB52208",32,19,85,86,72,110,73,74,117,116,141,99,-0.4152367064226,3.35270852096186,0.094668413704324,1
"6478","GB52210",14,10,17,35,15,35,27,21,58,49,50,46,-0.0277160571058737,1.94477514656953,0.953858901509888,1
"6479","GB52211",416,348,553,780,774,895,957,1132,1471,1046,1703,1462,-0.0250046932942967,6.81266575235941,0.925818430788512,1
"6480","GB52212",12148,5387,15682,22122,16149,22100,20671,27533,32563,26837,37653,24710,-0.0403110593517303,11.3224012251134,0.887302118806297,1
"6481","GB52220",128,127,181,302,185,140,182,224,330,228,203,197,0.196897815176132,4.71298484747418,0.419306553494837,1
"6482","GB52229",129,69,175,247,221,169,240,273,296,255,260,208,0.0678963751327485,4.70817742440246,0.765632509734385,1
"6483","GB52230",31,21,63,61,56,54,72,73,54,60,70,54,-0.0791331868870262,2.84608209432494,0.786445263107753,1
"6484","GB52235",30,15,56,39,42,76,60,82,86,97,113,66,0.00780268535654612,2.92730338527045,1,1
"6485","GB52236",140,58,191,262,163,270,251,274,393,293,443,292,-0.0918375132445089,4.88670275926746,0.66112923575461,1
"6486","GB52238",39,16,34,69,46,139,58,107,116,110,216,177,-0.440107436627879,3.40517134092255,0.166138304813992,1
"6487","GB52239",192,56,294,275,257,898,520,881,1516,1307,1989,2002,-0.313458181796915,6.42455299535421,0.386386883374263,1
"6488","GB52244",45,18,59,26,60,60,38,48,65,52,77,65,-0.196204041480422,2.72903219839066,0.544132571513575,1
"6489","GB52245",85,65,137,160,159,191,158,171,261,205,239,133,-0.00728443941249567,4.33266144157173,0.986081757590051,1
"6490","GB52246",358,334,447,503,525,641,789,904,1352,991,1154,1200,0.262191746541362,6.49893020933407,0.311522651984135,1
"6491","GB52247",118,76,146,187,154,224,216,264,338,366,359,254,0.186619014751518,4.73747534272041,0.369691276352644,1
"6492","GB52248",16,14,21,17,25,59,36,42,63,82,76,45,0.182861861444833,2.31344502133595,0.57279188775436,1
"6493","GB52249",96,84,146,167,156,161,190,237,385,245,345,275,0.128191855591789,4.61886463089859,0.539259706042634,1
"6494","GB52250",159,115,288,401,227,309,321,352,269,191,350,290,-0.208543749079307,5.11737423525908,0.392653622464197,1
"6495","GB52251",124,58,245,191,217,341,236,151,344,353,798,364,-0.591978397310246,5.02071571061844,0.0401418228050536,1
"6496","GB52252",164,143,337,391,348,506,508,607,933,688,901,892,-0.0725047398925997,5.91272214735658,0.744983354181146,1
"6497","GB52253",587,278,751,684,891,1350,1044,1652,2485,2100,2706,2447,-0.0281619163161384,7.28042141080808,0.920374617470564,1
"6498","GB52254",145,124,273,255,204,255,225,248,438,383,366,316,0.0432443617759919,5.05243821030569,0.829942411549547,1
"6499","GB52255",578,468,822,2065,714,1010,845,1127,1822,1210,1434,934,-0.0703020175819485,7.05459814591603,0.81159447518444,1
"6500","GB52256",2655,1192,4456,6092,3423,4198,4964,6230,5077,4631,6209,5267,-0.149579094819118,9.10055939237268,0.611007114093978,1
"6501","GB52258",247,224,430,596,295,310,216,363,367,362,335,318,-0.0917600968958089,5.50897925505756,0.728865358837706,1
"6502","GB52259",343,218,479,749,494,452,479,512,662,458,532,396,-0.0537360166338373,5.95266148842748,0.828285354586568,1
"6503","GB52260",92,45,195,152,202,217,239,217,324,328,411,299,-0.188719684327329,4.71309143244558,0.399262391784915,1
"6504","GB52261",382,558,437,462,562,537,715,706,650,660,755,627,0.514898326378743,6.32112089372974,0.104839703051316,1
"6505","GB52262",686,323,997,1352,868,899,1012,1204,1026,864,1013,995,-0.109501214198905,6.89214497837886,0.693122175977494,1
"6506","GB52266",814,764,501,624,920,845,1601,1425,1690,1664,1290,1570,0.762495527398287,7.18346417005038,0.028315423095981,1
"6507","GB52269",25,4,50,56,27,120,44,39,21,1,15,11,-0.964213966667163,2.24229271831614,0.0859125909834124,1
"6508","GB52275",108,38,117,103,88,142,193,168,121,278,271,311,0.0417994902265828,4.26222778997408,0.879074582594346,1
"6509","GB52278",85,32,73,102,62,170,126,214,404,147,419,325,-0.0409908214828956,4.2863446424543,0.882509885463749,1
"6510","GB52279",26,22,327,49,67,136,151,109,71,434,35,20,0.0245927273304246,3.92466333260622,0.975989233276994,1
"6511","GB52282",91,38,116,208,130,133,130,169,224,152,189,120,-0.0832690892816581,4.11761670982771,0.718144094349086,1
"6512","GB52283",36,35,78,77,72,83,106,91,114,74,111,80,-0.00749902365139889,3.32584578419369,1,1
"6513","GB52285",12,9,18,32,8,35,14,31,41,24,50,39,-0.30806305612495,1.70362718901646,0.398005005344554,1
"6514","GB52290",33,31,44,67,55,72,51,85,129,59,98,84,0.0225076910614593,3.05142124652281,0.91468319973379,1
"6515","GB52293",126,68,218,322,165,200,254,218,244,237,283,250,-0.189334862429459,4.73757417832346,0.410097652773263,1
"6516","GB52294",45,16,144,104,314,53,280,91,326,247,83,122,0.0123219754916952,4.19196150370291,0.997064614597803,1
"6517","GB52304",12,16,11,12,18,31,27,25,97,76,145,78,0.0263835411923177,2.34139967707166,0.931988250440503,1
"6518","GB52306",27,5,39,34,21,90,39,74,146,129,205,133,-0.244114042478094,3.07429048387169,0.478958141391113,1
"6519","GB52307",45,37,74,88,81,108,70,126,141,116,140,101,-0.0333843165865636,3.52334701227007,0.903249833649445,1
"6520","GB52308",217,343,1433,1413,751,1347,772,621,656,1365,361,339,-0.531069796547967,6.70956423736029,0.182872547780937,1
"6521","GB52314",333,243,304,413,346,346,432,450,543,434,472,471,0.333423593121142,5.69949912953906,0.173126389761052,1
"6522","GB52315",208,146,423,570,385,541,467,593,847,793,984,659,-0.151972146653164,5.9873162250231,0.502141644327623,1
"6523","GB52316",666,877,920,978,1205,1187,2201,1529,1699,1665,2022,1552,0.407133437802486,7.44122486953951,0.20101175117632,1
"6524","GB52317",114,299,761,340,305,657,150,365,210,2097,80,20,0.448352390448969,5.87602773594966,0.515399868123938,1
"6525","GB52318",33,20,983,309,2858,195,947,74,1188,544,279,471,-1.36376552472427,6.3849084703481,0.0740473807017006,1
"6526","GB52321",231,84,136,200,206,162,313,369,511,368,442,521,0.376302596110513,5.11902871142567,0.138246436063771,1
"6527","GB52322",46,22,86,62,78,101,88,109,179,192,179,107,0.0855957130230699,3.59534397424951,0.772392411365809,1
"6528","GB52323",58,30,109,110,128,106,97,162,290,258,311,212,-0.0903668174088872,4.12895008312254,0.692967660854477,1
"6529","GB52324",147679,38931,130118,160600,160829,133251,81701,181450,112644,176098,127612,146338,-0.032246926090666,14.0769128682179,0.92332131126106,1
"6530","GB52325",147,49,72,53,116,194,100,282,165,172,134,1068,-0.47957185111595,4.62099242415721,0.336793832975219,1
"6531","GB52326",89,26,27,59,57,45,105,108,54,79,50,75,0.833179470167821,3.11357877957876,0.0312478546256329,1
"6532","GB52328",27,22,29,27,37,37,43,48,81,73,94,119,0.0112000608112226,2.67568992107,0.931721033364891,1
"6533","GB52331",12,2,16,20,13,50,36,16,47,46,74,71,-0.499045016555386,1.9697723239379,0.189987543248866,1
"6534","GB52339",48,29,113,123,67,104,105,133,197,164,196,142,-0.0843701962708513,3.79229488535775,0.692892793530984,1
"6535","GB52340",25,35,47,94,46,108,71,99,211,171,278,195,-0.179788999049448,3.66373986682665,0.545195522479237,1
"6536","GB52341",49,26,147,92,94,152,129,141,269,258,368,185,-0.218285496673571,4.14812048361872,0.395825819769122,1
"6537","GB52343",662,353,1186,1006,1545,1143,1441,1165,2009,2182,1767,1407,-0.0256357113615337,7.30293398938714,0.928376926852866,1
"6538","GB52345",375,683,585,939,638,668,720,785,661,734,806,600,0.302610834965575,6.55938591523542,0.334019616805213,1
"6539","GB52346",665,914,576,594,790,764,1111,1049,1032,1131,1126,1231,0.661415199309676,6.96483938136691,0.0653906465742028,1
"6540","GB52347",1116,459,1122,1740,832,1798,1772,2201,2110,2048,3243,2830,-0.0339075624859274,7.69061316694401,0.907387734336279,1
"6541","GB52348",83,68,336,271,786,441,752,199,927,599,907,400,-0.371375233704514,5.76936749867593,0.350091065432196,1
"6542","GB52349",102,49,141,194,154,208,206,266,375,332,389,347,-0.024033200073684,4.71383318143163,0.892389520946292,1
"6543","GB52350",18,13,41,54,29,44,44,61,110,102,124,83,-0.0332521402395679,2.78130103955517,0.872440871684803,1
"6544","GB52351",105,85,226,419,173,318,220,294,621,484,449,333,-0.0839375751655839,5.15362730322984,0.725596797446636,1
"6545","GB52352",24,24,54,49,43,72,95,98,109,104,101,111,0.178618468331227,3.13308709752863,0.48922344888625,1
"6546","GB52353",98,86,125,102,155,108,193,161,252,187,222,162,0.360618579469091,4.28630324574098,0.155496968846331,1
"6547","GB52359",14,23,11,35,19,25,23,20,66,44,73,51,0.126031550773428,2.06371873573716,0.662324981209951,1
"6548","GB52360",2510,2383,1154,4463,2151,1536,2301,2295,4146,2024,3343,2893,0.481152148370487,8.47252742738932,0.201540044067454,1
"6549","GB52417",209,102,286,307,324,452,328,346,448,535,430,303,-0.0173139578753158,5.37537981226068,0.938110629404075,1
"6550","GB52419",51,41,102,101,91,89,108,116,177,137,149,151,-0.013629111584984,3.73544456641315,0.965991394005002,1
"6551","GB52420",23,16,36,70,56,56,45,64,131,76,113,82,-0.169369641854637,2.90436498501919,0.498507617583403,1
"6552","GB52421",24,13,61,97,63,111,50,69,205,138,161,120,-0.360681963192128,3.37631021440587,0.224859295481049,1
