"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"5844","GB51087",681,461,1158,804,407,972,576,249,820,871,671,871,0.0870841339792336,6.66736630683769,0.753147356527781,1
"5845","GB51088",318,259,873,532,285,559,358,145,417,537,246,561,0.102198174806327,5.90408914879408,0.710725516978043,1
"5846","GB51089",377,1505,223,448,525,103,187,171,466,2553,319,220,0.231120088689903,6.41636107339112,0.703935120188054,1
"5847","GB51090",1872,3209,996,1637,1856,579,1249,1594,937,6293,1385,1150,-0.021125743530111,8.20451837976082,0.965680625135914,1
"5848","GB51091",1276,1716,494,846,990,335,714,900,672,2646,723,670,-0.267694977743688,7.30460144469685,0.565449121208657,1
"5849","GB51092",49,25,45,22,19,20,23,19,30,30,28,20,-0.588409661135621,2.11919238522558,0.0708955758743236,1
"5850","GB51093",106,109,187,124,68,126,72,55,113,166,113,103,-0.0176437699875744,4.03361945351907,0.9278729859141,1
"5851","GB51095",224,225,413,395,200,272,122,144,197,392,233,250,0.242552609703413,5.2155833151999,0.330773494098035,1
"5852","GB51102",84,42,187,124,34,104,26,14,51,66,57,101,0.337539750466582,3.32457123390924,0.25687558098986,1
"5853","GB51103",441,386,486,340,296,335,279,139,485,704,374,392,-0.0053756164937784,5.81979556786754,0.985314056883384,1
"5854","GB51104",1971,1427,2618,1922,1130,857,957,478,982,1172,1205,1618,-0.118344831502139,7.59403407030568,0.692278349610114,1
"5855","GB51106",337,280,393,244,228,353,200,175,336,476,345,444,0.081833294543315,5.55521390000912,0.736845989380574,1
"5856","GB51107",1795,653,1695,4015,1145,4736,345,246,1452,1714,512,2179,1.19691455441549,7.85215744805625,0.00932338730184238,1
"5857","GB51108",432,361,530,462,216,413,193,104,250,307,333,405,0.126339847042641,5.56320713769313,0.573108935320797,1
"5858","GB51110",37,39,51,68,20,30,7,9,12,22,22,37,0.319772684446708,2.12110218351217,0.301301187374975,1
"5859","GB51111",253,194,577,264,167,351,118,37,244,258,184,374,0.236349980413311,5.08878082755468,0.375560942628383,1
"5860","GB51112",95,84,149,93,24,72,39,24,63,69,61,94,-0.214002745588535,3.34824014282813,0.429098731422191,1
"5861","GB51113",215,152,456,304,132,292,166,87,217,205,198,372,0.121690082167493,5.04168177811331,0.614176989939391,1
"5862","GB51114",214,138,379,393,135,446,30,13,162,171,114,243,0.826749078404447,4.75561554038708,0.0264115804228093,1
"5863","GB51115",409,306,575,404,264,376,259,143,296,419,286,335,-0.0329768733810288,5.62091027420896,0.884946223997345,1
"5864","GB51117",433,358,909,751,215,253,234,132,292,305,394,350,-0.0736026400334376,5.73487887886266,0.789590159233852,1
"5865","GB51118",938,964,464,608,759,438,533,990,733,1682,785,629,-0.346273544432363,7.02652442659097,0.399493347220352,1
"5866","GB51119",258,127,421,284,133,385,121,81,249,224,194,372,0.27348735538955,5.05427150172126,0.287757237976787,1
"5867","GB51120",70,46,111,107,43,70,35,21,51,54,40,96,0.221948797673456,3.15837932916525,0.413994726507078,1
"5868","GB51121",143,82,77,49,44,50,60,41,97,93,47,90,-0.618863866732655,3.46555269854652,0.0471746967694335,1
"5869","GB51122",70,41,110,61,37,49,38,28,67,89,61,61,-0.0893046818536651,3.12371608354106,0.726573224227311,1
"5870","GB51123",41,26,127,61,22,80,19,8,43,58,26,60,0.27575847481212,2.71106448361958,0.380607725491078,1
"5871","GB51124",278,198,292,233,155,194,182,134,203,308,266,288,-0.0438522642359801,5.08833970951595,0.825973902129465,1
"5872","GB51125",701,270,426,367,119,342,166,169,209,302,280,332,-0.298849498812092,5.45544864032124,0.285193643547282,1
"5873","GB51129",85,70,58,55,37,43,38,33,41,65,39,45,-0.385275762332665,2.97247541099068,0.192842865053949,1
"5874","GB51130",160,109,375,190,85,222,74,50,134,159,148,217,0.183834304808887,4.46157265194634,0.437944913927471,1
"5875","GB51133",439,321,863,494,223,347,214,148,366,369,357,391,-0.136177788399086,5.71992115434939,0.557877098725002,1
"5876","GB51134",68,63,275,158,37,109,23,17,44,36,56,139,0.270296132471989,3.48924210827183,0.442529905082643,1
"5877","GB51142",144,107,110,112,88,57,79,73,62,160,104,86,-0.151820139841586,3.92980524677503,0.605454280384254,1
"5878","GB51143",126,93,151,124,73,74,66,53,91,135,105,104,-0.057942215291786,3.88404533505636,0.793872441412101,1
"5879","GB51144",16,12,47,50,7,29,15,5,25,16,8,42,0.241148840494797,1.74857557924042,0.575688433397327,1
"5880","GB51146",4221,5431,166,2406,5116,492,2966,5076,1265,7847,2618,1102,-0.450437127155904,9.1677993665429,0.521520762613828,1
"5881","GB51148",33,24,54,30,14,31,10,7,18,24,16,39,0.0460274500904967,1.88551513140107,0.856586350727129,1
"5882","GB51149",36,31,92,39,25,25,16,13,27,42,37,41,-0.0331424936508778,2.36068927885581,0.978866078547847,1
"5883","GB51155",64,28,181,149,39,30,29,8,54,70,82,53,0.343795704712978,3.15192969407991,0.361770818645205,1
"5884","GB51158",5894,5467,2357,2875,2246,1399,2316,4086,2108,4286,2985,2069,-0.848825988623108,9.02179638180409,0.0628446783572068,1
"5885","GB51159",85,31,68,56,24,18,28,16,32,40,65,25,-0.235563415421034,2.59909596014573,0.514051445202431,1
"5886","GB51160",186,142,264,175,77,133,80,92,105,134,128,147,-0.269923967653402,4.34375209994419,0.258142849119038,1
"5887","GB51163",88,91,471,254,30,328,50,9,50,49,60,300,0.626189576508378,4.22397951996948,0.206899401310427,1
"5888","GB51165",133,134,347,375,34,318,60,8,53,86,155,268,0.841889921352551,4.4215123411083,0.0632794183581829,1
"5889","GB51167",28,19,78,46,20,29,38,17,32,81,27,45,0.0572569372235611,2.50508200328223,0.89553745260562,1
"5890","GB51172",39,32,48,37,19,16,20,26,53,47,69,28,-0.202602109590244,2.50024309523739,0.520904400966402,1
"5891","GB51174",18980,8159,16834,7876,6965,6503,6819,2077,14970,13128,29413,7019,0.102900719786693,10.6761425254028,0.806688176497947,1
"5892","GB51183",66,55,14,44,11,6,10,13,20,20,21,24,-0.687263148498539,1.98817569824263,0.138639269132214,1
"5893","GB51186",70,63,253,108,42,121,60,24,99,140,88,126,0.123808944424903,3.76919047204348,0.648652055585483,1
"5894","GB51188",209,213,1035,217,112,482,116,57,214,494,318,399,0.273703372255146,5.37115347873252,0.432566994979108,1
"5895","GB51189",408,274,453,146,163,200,81,68,298,439,322,263,-0.036901243114269,5.16865220450745,0.913072389149683,1
"5896","GB51190",86,42,50,54,28,71,31,13,16,42,55,77,0.355459969872605,2.79704728571731,0.293783057695937,1
"5897","GB51192",10935,14728,4986,8874,12128,3308,6978,12186,6387,26923,8585,5569,-0.220036700583041,10.7058711623412,0.661746772139151,1
"5898","GB51198",709,373,56,223,99,41,48,137,114,410,205,100,-0.626091255861069,4.94847807657849,0.256419000263392,1
"5899","GB51201",5085,3174,5464,4870,2598,4394,2508,1175,3037,5243,3373,3983,0.167369354592037,9.04700861717584,0.559709746469512,1
"5900","GB51204",81,89,132,59,56,69,54,57,86,185,79,89,-0.107542728418905,3.69070995735986,0.669509418772385,1
"5901","GB51206",12949,13125,3904,7387,12719,3377,10774,17483,8294,28990,11645,5997,-0.456033934874338,10.9438615382074,0.385565426337032,1
"5902","GB51207",23,25,131,53,13,54,8,4,28,17,29,62,0.240137662212066,2.32863043368808,0.540113708719319,1
"5903","GB51210",18,20,129,96,20,73,16,10,27,27,31,91,0.699970981380637,2.67037947919168,0.0955405241655782,1
"5904","GB51211",49,41,24,1,22,8,0,3,28,42,26,14,-0.276377016565384,1.73202975641543,0.706194492320594,1
"5905","GB51213",72,82,101,84,55,47,53,46,45,91,57,55,-0.227254085060967,3.3370962239694,0.429701416085933,1
"5906","GB51214",24059,17758,32465,34615,10359,16066,20481,9663,13002,16189,20219,21216,-0.178186722731075,11.4857359890376,0.5947522646182,1
"5907","GB51218",56,61,182,225,73,138,50,12,229,47,76,112,0.175971813826965,3.89442691469199,0.676202389375803,1
"5908","GB51219",21,25,101,46,14,30,18,9,21,33,27,60,0.123290654311972,2.25084366313977,0.719805333471399,1
"5909","GB51220",49,28,300,56,25,93,35,13,53,87,52,107,-0.0136502210275743,3.27375990707808,1,1
"5910","GB51221",98,75,257,95,41,102,48,16,107,134,71,131,-0.0357127998307886,3.72041823163424,0.93873479696003,1
"5911","GB51222",120,87,90,90,67,71,58,41,98,123,83,89,-0.0859531847847007,3.67462808327742,0.726529544607489,1
"5912","GB51223",89439,7569,145439,4525,13498,3687,1861,1964,149407,92123,233216,12180,0.100026109846108,13.0091119630293,0.908219251662396,1
"5913","GB51224",292,270,201,202,263,178,169,255,257,474,306,276,-0.100261212208661,5.38431401343884,0.745117654666872,1
"5914","GB51225",111,213,46,66,87,27,65,75,67,393,70,31,-0.157216939545599,4.01212149305789,0.766555442071603,1
"5915","GB51226",887,812,623,565,528,413,627,1140,416,971,585,517,-0.810622917861024,6.85292453529858,0.0604669982085621,1
"5916","GB51231",55,39,87,66,20,45,18,5,38,36,85,90,0.526266098065934,2.77619184931413,0.144754780521735,1
"5917","GB51236",231,191,109,139,47,76,32,112,85,200,91,177,-0.380632266345471,4.21769005369543,0.311246739414398,1
"5918","GB51237",1270,1457,1274,1890,871,1535,654,764,940,1580,686,1430,0.0683725603236114,7.47217300706072,0.832916426929479,1
"5919","GB51238",394,562,2596,478,507,548,244,355,1461,1352,521,596,-0.447185095116894,6.76326926975152,0.27307652937782,1
"5920","GB51242",367,273,792,486,176,549,207,94,249,313,319,461,0.213130571244438,5.60879631213944,0.400315402516044,1
"5921","GB51243",166,115,84,88,77,67,83,63,90,119,125,97,-0.28043939124232,3.92512880006934,0.335290286041542,1
"5922","GB51246",636,430,687,451,268,368,296,140,433,533,431,508,-0.118256922394381,5.93821413466681,0.620469569999175,1
"5923","GB51247",1384,1496,3506,958,727,1624,893,836,1137,1321,1427,2710,-0.183739276247441,7.72876263838925,0.569980916403241,1
"5924","GB51249",20,33,348,87,27,135,12,5,142,82,40,123,0.0511593441060943,3.47103322551726,0.916143368589578,1
"5925","GB51250",76,133,884,205,56,313,40,14,336,186,97,270,-0.182042254357899,4.7461143712632,0.719042576755869,1
"5926","GB51251",573,362,593,386,235,423,251,164,316,424,345,444,-0.110173928931397,5.75780202731657,0.627818136838171,1
"5927","GB51255",18,18,44,29,24,16,18,24,25,22,25,26,-0.231013504993757,1.97719342646492,0.490015355919296,1
"5928","GB51256",166,131,257,179,91,180,91,49,150,172,141,195,0.0991782288601881,4.41708078689719,0.635715118773836,1
"5929","GB51257",1048,1080,958,842,724,823,548,1137,635,854,913,845,-0.469732751083605,7.14626312723096,0.215491296516874,1
"5930","GB51258",522,395,806,707,258,476,276,282,202,241,364,455,-0.139791342231562,5.92514277623987,0.637251553545049,1
"5931","GB51261",109,47,79,93,49,64,144,27,109,108,96,79,-0.334876890090165,3.69350426285972,0.293214597358814,1
"5932","GB51262",220,175,181,174,124,132,167,95,265,299,210,198,-0.192139883041753,4.8176999116889,0.412853965336779,1
"5933","GB51263",579,547,424,421,333,332,387,565,357,399,531,295,-0.665792110987842,6.16148083040024,0.0750647990341488,1
"5934","GB51264",468,368,547,392,268,354,247,115,222,371,248,347,-0.0579476416227826,5.56480852010468,0.807392672676004,1
"5935","GB51271",172,132,179,115,106,148,77,187,179,207,238,182,-0.232783271107344,4.67142103644857,0.426324097966961,1
"5936","GB51272",46,50,49,21,10,24,18,17,26,30,23,24,-0.790092509734093,2.11942117064188,0.0202956672321964,1
"5937","GB51273",119,86,358,232,56,513,70,20,105,105,99,221,0.769824129238172,4.46650603923566,0.0509855041055516,1
"5938","GB51276",111,89,140,98,40,43,32,24,38,44,48,71,-0.355507867392355,3.21089977914817,0.218723642425717,1
"5939","GB51278",84,66,60,63,20,40,21,16,31,54,44,52,-0.141597333604051,2.74826314998423,0.640243130851695,1
"5940","GB51281",591,320,750,346,258,598,370,119,388,637,490,695,0.166100133584091,6.02433691284918,0.533215126796579,1
"5941","GB51282",35,27,65,42,15,52,21,12,38,43,26,60,0.154321376308613,2.41101913862003,0.613355884367836,1
"5942","GB51283",1363,528,2052,1218,401,2246,909,224,805,1679,556,1828,0.343519088599972,7.27944494179097,0.366902792522406,1
"5943","GB51299",325,320,127,102,239,43,41,83,82,75,117,128,-0.416064552746072,4.46198548837824,0.361418570384533,1
"5944","GB51304",374,301,318,250,252,255,208,152,315,646,277,291,0.0369527885627313,5.4916551393955,0.895737496712364,1
"5945","GB51305",364,212,387,144,205,75,84,62,328,280,405,152,-0.115464087926545,5.01077070920143,0.762764948486143,1
"5946","GB51306",6554,943,15199,1284,2985,934,552,253,10384,6921,23782,197,0.425046938824168,9.6024776226287,0.598762965836731,1
"5947","GB51315",30,41,30,39,29,18,24,18,12,19,19,17,-0.310439834207188,2.02508729199541,0.420268913633502,1
"5948","GB51322",21,40,60,29,22,47,27,15,45,38,29,28,-0.235538235905535,2.36512611423387,0.451732297096393,1
"5949","GB51330",5166,5243,1791,3196,4666,1547,3561,5889,3160,10522,4039,2866,-0.373328682533083,9.50152595480662,0.441160565044877,1
"5950","GB51331",66,56,59,46,30,35,30,21,36,62,48,44,-0.155881053162521,2.75052166125093,0.555194411134164,1
"5951","GB51332",593,321,472,435,316,197,356,253,340,405,363,340,-0.378686637466255,5.81001857837674,0.193871868656949,1
"5952","GB51333",814,625,1662,803,428,1035,482,157,705,849,718,1208,0.182550315068374,6.74904462751478,0.537768124422383,1
"5953","GB51334",2217,2284,2920,2011,1371,1978,1406,1946,1350,2510,1572,1903,-0.389156223774823,8.24170806859346,0.251027775015903,1
"5954","GB51335",4677,7153,3157,4593,5525,2161,3124,3666,2495,11010,3792,3120,-0.00169892177523974,9.48052938104104,0.996827309231711,1
"5955","GB51336",352,219,100,141,77,53,67,46,109,168,150,123,-0.433832225996169,4.28298002547858,0.233253973292114,1
"5956","GB51337",200,148,482,330,63,209,91,24,111,135,135,229,0.128125866246933,4.56114286977789,0.657176111586416,1
"5957","GB51339",214,100,158,165,91,68,98,90,85,93,130,127,-0.334742261207045,4.18041296616445,0.263231363036417,1
"5958","GB51341",604,384,1052,596,309,432,283,178,342,561,386,588,-0.0149225222477311,6.04609022144392,0.954531942905181,1
"5959","GB51342",508,525,523,411,288,348,284,209,493,1084,344,453,-0.018386803568962,6.04434285225259,0.946399816533268,1
"5960","GB51343",448,427,828,573,286,513,318,207,426,479,430,422,-0.0857268675240243,6.01018703087409,0.716906921111019,1
"5961","GB51344",184,111,337,226,89,152,64,54,152,134,141,183,0.0267945578672924,4.40253945905054,0.898969896170969,1
"5962","GB51346",52,21,141,57,24,58,28,13,32,52,47,56,0.0888104571746844,2.75303591323143,0.752889790477085,1
"5963","GB51348",50,45,84,45,40,29,12,13,22,22,28,27,-0.173984412747169,2.37269941675662,0.643829322383025,1
"5964","GB51354",188,182,311,203,153,115,139,122,75,117,122,138,-0.394351709235648,4.57534903831236,0.207275260129312,1
"5965","GB51356",37003,46507,167319,78981,39155,89045,33618,18632,64579,52236,29024,66595,-0.0153083773609482,12.9983026945783,0.965023191906971,1
"5966","GB51357",69,50,59,35,31,34,51,30,71,52,53,39,-0.629531716331214,2.91385000962939,0.0396369214315478,1
"5967","GB51358",45,37,62,47,21,34,32,21,38,91,56,54,0.177712802856308,2.7404300633042,0.554845412530641,1
"5968","GB51359",7746,5910,9769,8598,4414,7500,5355,2908,9704,13830,5715,8564,0.0393294519481938,10.0667795969998,0.896603077838337,1
"5969","GB51360",116,79,196,116,62,133,75,37,64,83,81,140,0.0453568128399506,3.82306007178466,0.865283254858213,1
"5970","GB51361",198,162,389,190,97,192,139,171,192,293,178,275,-0.276172988421963,4.93618365082881,0.249739149311478,1
"5971","GB51366",118,86,164,110,65,92,43,58,99,101,87,93,-0.166199677855136,3.78136176567581,0.492291212742025,1
"5972","GB51367",160,126,210,166,88,170,109,82,215,278,189,190,0.0544489806067411,4.5998585856864,0.829202420755756,1
"5973","GB51368",481,108,1011,314,115,785,366,43,207,366,151,746,0.180763423555507,5.68368389349801,0.686268970243137,1
"5974","GB51369",1132,673,624,248,413,260,326,122,617,939,690,550,-0.208505752732698,6.29060979394347,0.571491427346636,1
"5975","GB51370",72,87,44,150,67,24,20,56,47,70,34,50,-0.0196105493016945,3.25184560403557,0.956640527015689,1
"5976","GB51371",228,112,402,208,69,185,68,74,118,213,128,217,-0.0141091175260179,4.5252690913181,0.964633642309206,1
"5977","GB51372",1086,962,1199,844,584,994,539,370,617,759,669,1145,-0.0594908924157019,6.88498951733244,0.831549651698292,1
"5978","GB51383",94,29,253,156,47,103,39,14,149,17,146,78,0.0608523447762148,3.68398802407438,0.889218309434351,1
"5979","GB51391",58,68,46,35,15,17,14,22,23,26,42,32,-0.61774563897365,2.3590745377176,0.0997511575335894,1
"5980","GB51394",373,339,454,260,209,275,212,170,348,530,322,406,-0.104218550815733,5.57205182527949,0.646608090829143,1
"5981","GB51395",199,164,257,186,140,141,116,112,155,301,179,177,-0.0227776746198656,4.72474537363427,0.911047495169187,1
"5982","GB51396",217,145,598,313,115,384,118,82,226,311,129,320,0.159300034677809,5.06274248323023,0.556918177419185,1
"5983","GB51398",422,333,577,421,248,374,323,150,455,757,451,403,0.067897240271937,5.88196687026036,0.781061030968962,1
"5984","GB51399",227,149,429,274,93,203,92,60,152,212,140,270,0.0773355734370515,4.70948206110852,0.73254175184694,1
"5985","GB51400",169,98,175,133,79,144,84,60,123,178,135,184,0.109389421852367,4.24648122984933,0.63503019444583,1
"5986","GB51401",82,73,200,137,54,158,75,24,90,114,57,101,0.127449180994074,3.77746232544557,0.635663215534691,1
"5987","GB51405",16,19,85,72,7,28,14,2,30,19,21,45,0.255692859119575,2.05604597890791,0.543490109202938,1
"5988","GB51406",359,321,1340,854,237,664,187,79,373,316,486,783,0.4453401344116,6.03191973161658,0.186311138755756,1
"5989","GB51411",83,58,122,55,43,29,48,33,49,67,74,69,-0.31300059480158,3.18202277321916,0.272084488833684,1
"5990","GB51413",216,174,289,192,102,194,93,71,237,301,233,218,0.0854189864569947,4.78268487845561,0.706352923734656,1
"5991","GB51414",417,327,397,310,225,291,206,118,365,438,346,361,-0.0196159027224117,5.52526787145957,0.935756624215832,1
"5992","GB51418",21,20,52,33,10,51,7,1,15,24,24,44,0.738457495456179,1.86041430066036,0.0572535967073865,1
"5993","GB51421",183,304,181,136,125,114,119,109,116,310,108,178,-0.318185700081378,4.65199394630604,0.312326836894694,1
"5994","GB51422",184,169,229,162,66,76,73,89,78,172,136,147,-0.292347318893253,4.27110392684421,0.283477075927409,1
"5995","GB51425",220,271,277,240,165,162,196,185,239,359,186,236,-0.339848503314576,5.14056325177955,0.195055005581828,1
"5996","GB51426",256,153,391,248,129,216,108,90,179,213,207,300,0.0844454815947099,4.87772999129561,0.698507360827625,1
"5997","GB51427",466,261,498,340,211,286,220,211,252,396,302,386,-0.170782811299963,5.55840659235722,0.469575563243841,1
"5998","GB51429",99,62,190,82,29,97,42,17,86,80,80,123,-0.0168204764613237,3.49850460843673,0.990785462969945,1
"5999","GB51430",191,170,99,158,164,67,124,215,108,441,140,109,-0.230239234337134,4.76593085179571,0.574035987426129,1
"6000","GB51431",49,52,145,74,47,95,38,25,60,122,24,107,0.263542945146655,3.30817283671391,0.410037265667668,1
"6001","GB51432",260,201,520,266,140,334,146,108,209,393,144,323,0.0497020785051928,5.14847511435207,0.842072270657896,1
"6002","GB51433",114,66,106,60,49,78,59,31,129,116,143,103,-0.00825815851814096,3.69802663083851,0.982715708005435,1
"6003","GB51436",18,76,66,130,44,249,21,2,1952,35,2,70,-2.15047389397758,5.05554391971016,0.0386315453124704,1
"6004","GB51440",1104,1056,875,825,629,612,592,773,560,744,837,602,-0.493884600536697,6.93035382173576,0.167740792025823,1
"6005","GB51441",413,150,3147,1092,274,672,203,132,280,601,250,721,0.0327894134770381,6.30790298692279,0.9377481400644,1
"6006","GB51442",114,75,307,138,97,83,66,50,120,165,108,93,-0.0856455906165232,4.06246533672294,0.762490794657641,1
"6007","GB51444",69,43,54,68,26,28,16,13,60,63,49,74,0.159975443960882,2.77052571555856,0.612431083695442,1
"6008","GB51446",241,92,281,47,164,49,66,9,109,103,77,247,-0.0061316497191394,4.10571369591853,1,1
"6009","GB51462",102,75,333,137,51,216,81,27,118,152,75,203,0.181929451039535,4.14277370768052,0.553355692552796,1
"6010","GB51463",789,613,694,585,470,584,452,288,493,826,487,625,-0.0717388330112542,6.41598074235157,0.788052443438441,1
"6011","GB51464",280,223,498,407,141,264,89,65,188,188,238,300,0.210513504381803,5.04036224539179,0.367404153081846,1
"6012","GB51465",128,77,161,74,48,111,30,32,81,93,77,112,-0.0172189863330012,3.59576725589936,0.971152284652,1
"6013","GB51467",973,712,6590,1756,742,587,641,232,1389,2412,1817,468,-0.183317314978053,7.56815609573259,0.698134898693936,1
"6014","GB51478",43,37,79,55,31,46,24,6,43,40,31,46,0.0903227740199013,2.54504630214661,0.689964610104969,1
"6015","GB51479",363,231,873,499,136,361,258,49,455,323,431,483,0.0162653287597532,5.64478944174775,0.955588261682506,1
"6016","GB51480",734,555,323,375,342,175,502,214,514,512,659,359,-0.43015458789854,6.08542663678802,0.22327297782425,1
"6017","GB51481",61,43,79,104,29,26,36,9,53,31,44,58,-0.0178542039616798,2.79740851987053,0.999999999999999,1
"6018","GB51482",902,567,2074,1412,353,791,738,202,713,640,1073,913,-0.0204800103070872,6.88558900610792,0.952229232483002,1
"6019","GB51483",26,26,30,20,15,23,21,10,27,31,24,24,-0.190009087573178,1.87334602866074,0.504146716631749,1
"6020","GB51484",415,282,393,292,254,283,218,140,396,581,298,347,-0.00138239938301112,5.57126625761126,0.995931184932436,1
"6021","GB51486",109,112,203,101,50,119,61,41,95,108,101,115,-0.147341471953936,3.85967188251311,0.525875782187369,1
"6022","GB51487",109,80,178,77,43,73,35,63,49,56,41,105,-0.50595703347316,3.48117506456206,0.112622627516615,1
"6023","GB51489",131,77,57,62,31,41,21,24,26,87,43,71,-0.135462785953422,3.02852029713962,0.693435678370677,1
"6024","GB51490",320,279,426,262,126,225,156,135,175,237,211,236,-0.338448039075766,5.08101888278173,0.140569636128733,1
"6025","GB51494",516,185,551,310,94,407,276,45,444,306,348,766,0.0579522471558873,5.59294502274301,0.869285905647361,1
"6026","GB51495",280,213,317,264,131,242,158,73,204,270,238,262,0.0576386334646603,4.98778038933592,0.787622220250999,1
"6027","GB51496",44,38,136,80,27,60,28,14,43,65,37,97,0.257219141487934,2.95240226271758,0.3774288251387,1
"6028","GB51497",346,277,224,194,223,172,178,154,185,302,228,210,-0.233974240885905,5.12021045246999,0.408012488075466,1
"6029","GB51498",214,179,405,196,119,236,123,74,246,289,261,222,0.0272088642724125,4.91866893699914,0.901385661131812,1
"6030","GB51500",597,436,1088,972,331,724,274,167,686,585,600,693,0.227270037151457,6.36406417282806,0.405370334835831,1
"6031","GB51502",438,390,661,430,241,298,159,152,302,291,388,398,-0.0821371983261469,5.62306525171704,0.734739585470172,1
"6032","GB51503",306,246,433,396,150,466,127,75,238,273,257,369,0.361275070142232,5.27629883220753,0.141146590694867,1
"6033","GB51504",446,218,503,159,203,237,325,112,216,250,244,505,-0.299599278503688,5.37855380425428,0.30966706309363,1
"6034","GB51505",104,87,164,108,42,99,54,35,58,94,61,113,-0.0607551381933543,3.60193480330223,0.797801599616736,1
"6035","GB51506",41,21,25,29,8,22,4,10,21,30,13,28,-0.049139649399777,1.6837631636735,0.915870703167422,1
"6036","GB51508",265,231,308,218,170,207,128,109,195,337,240,273,0.0816426604237366,5.03121302318673,0.718606921226072,1
"6037","GB51511",248,169,521,496,142,149,96,78,205,218,180,201,0.0691706867333347,4.95082271604224,0.78923218639876,1
"6038","GB51512",73,72,125,89,36,89,40,19,54,127,74,80,0.285032472794461,3.37343354365186,0.275762207517466,1
"6039","GB51513",729,528,587,588,393,419,337,634,445,616,730,346,-0.405955027206464,6.41006937413863,0.254709365856594,1
"6040","GB51515",51,59,237,149,36,86,28,27,54,44,51,71,-0.00375360217395903,3.34519618698314,1,1
"6041","GB51516",55,66,176,182,35,132,46,17,96,94,65,118,0.399949004606467,3.6374681729043,0.214062420121496,1
"6042","GB51517",110,64,340,187,51,163,49,14,97,106,65,163,0.237336863130461,3.94350463430649,0.454558699468092,1
"6043","GB51518",26,20,79,38,17,41,14,6,39,26,23,36,0.00127506703068429,2.13730773200902,0.955846179591782,1
"6044","GB51524",41,36,89,43,23,60,26,18,48,59,46,51,0.0415703877037657,2.72182102649167,0.876797892160115,1
"6045","GB51525",46,32,171,49,20,70,23,11,47,37,44,65,-0.108519208072089,2.80455829626135,0.779745850080932,1
"6046","GB51526",231,192,310,239,146,242,176,112,203,268,230,276,0.0115654489216975,5.01624364355178,0.976623837993924,1
"6047","GB51528",85,65,160,92,61,48,84,21,51,88,88,129,0.0471160945934483,3.55411867679072,0.870236272547494,1
"6048","GB51530",35,25,113,58,17,57,26,4,39,44,42,60,0.244741122490482,2.59090668198965,0.461287523544488,1
"6049","GB51532",42,21,53,52,14,49,38,18,14,13,21,74,0.0315365150360551,2.37651195144171,0.985410995284369,1
"6050","GB51533",150,115,401,191,74,224,88,36,214,275,159,262,0.223116665937669,4.62190304066368,0.414155941293768,1
"6051","GB51534",285,198,312,217,177,216,187,92,254,350,183,312,-0.0216074406276398,5.08283346201308,0.922582158933019,1
"6052","GB51535",391,269,311,306,257,218,287,271,239,280,331,302,-0.348438250913306,5.52564159994107,0.243309497322791,1
"6053","GB51536",26,21,65,19,12,42,6,4,25,35,7,34,0.064782839223764,1.82639960680822,0.836605391758685,1
"6054","GB51537",444,418,322,296,455,231,259,349,381,897,348,318,-0.0768943641037688,5.95671450136074,0.826538556707567,1
"6055","GB51539",631,515,513,497,441,386,457,346,509,1219,564,566,0.0167454151152853,6.38671064628325,0.959915338163779,1
"6056","GB51540",66,46,59,76,48,50,54,41,49,74,50,65,-0.056135699009136,3.15007913344793,0.812111006641749,1
"6057","GB51541",74,63,150,97,36,92,41,23,65,89,69,101,0.153744006678058,3.40524297369839,0.538955175576426,1
"6058","GB51542",195,171,360,206,114,188,136,88,145,137,205,231,-0.114198049915225,4.71998659475156,0.623161238201319,1
"6059","GB51543",9173,6878,10230,8666,5051,6918,5737,3022,7430,12907,6884,7371,0.00764830666591041,10.081871794593,0.979573034660835,1
"6060","GB51544",35,25,110,49,27,52,16,15,47,48,24,42,-0.0219231409942442,2.54736567326013,0.982590965359505,1
"6061","GB51545",63,70,368,237,64,124,34,40,59,57,76,228,0.399683853576329,3.97629962691332,0.292235720987482,1
"6062","GB51546",52,36,207,157,27,82,33,8,28,38,18,70,0.228916204368107,3.05874815468295,0.53393665328921,1
"6063","GB51548",54,39,178,119,36,98,25,4,25,27,30,78,0.430372817892213,2.99559358699849,0.222310546009872,1
"6064","GB51550",1316,966,2068,1581,673,1283,673,406,566,736,794,1158,0.00453237425961967,7.16357434710443,0.987694314420819,1
"6065","GB51551",997,529,1369,1127,449,1361,342,206,802,886,818,1078,0.407735440960064,6.831390676185,0.177285273169604,1
"6066","GB51552",156,192,57,94,164,49,97,248,114,366,115,62,-0.552342209010741,4.64038213437219,0.278724572341606,1
"6067","GB51553",153,106,327,151,99,163,95,72,155,231,182,160,0.0430418657775242,4.4960571251473,0.85607324625672,1
"6068","GB51555",26,21,188,56,3,60,11,5,46,34,25,48,-0.208803615282716,2.49237732359347,0.689465903381128,1
"6069","GB51556",23,20,110,27,13,36,8,6,43,33,41,52,0.0593234649106076,2.25276490815535,0.849857309888001,1
"6070","GB51558",214,78,154,240,85,149,80,60,103,76,117,186,0.161591244725732,4.23033347771514,0.579265719457715,1
"6071","GB51561",119,107,237,87,72,157,67,47,129,170,127,162,0.0604134347663943,4.13702716158513,0.803249968545974,1
